基金代码,基金全称,基金简称,管理人,托管人,基金类型,成立日期,到期日期,管理费率,托管费率
006988,平安季添盈三个月定期开放债券型证券投资基金E类,平安季添盈三个月定期开放债券E,平安基金管理有限公司,平安银行股份有限公司,债券型,20190305,30001231,0.3%,0.1%
006989,建信中短债纯债债券型证券投资基金A类,建信中短债纯债债券A,建信基金管理有限责任公司,中国农业银行股份有限公司,债券型,20190308,30001231,0.3%,0.1%
006990,建信中短债纯债债券型证券投资基金C类,建信中短债纯债债券C,建信基金管理有限责任公司,中国农业银行股份有限公司,债券型,20190308,30001231,0.3%,0.1%
006991,民生加银康宁稳健养老目标一年持有期混合型基金中基金(FOF)A类,民生加银康宁稳健养老目标一年持有期混合(FOF)A,民生加银基金管理有限公司,中国建设银行股份有限公司,混合型,20190426,30001231,0.6%,0.15%
006992,嘉合锦创优势精选混合型证券投资基金,嘉合锦创优势精选混合,嘉合基金管理有限公司,中国农业银行股份有限公司,混合型,20190416,30001231,1.2%,0.1%
006993,鑫元承利三个月定期开放债券型发起式证券投资基金,鑫元承利三个月定期开放债券,鑫元基金管理有限公司,兴业银行股份有限公司,债券型,20190301,30001231,0.3%,0.1%
006994,国泰瑞安三个月定期开放债券型发起式证券投资基金,国泰瑞安三个月定期开放债券,国泰基金管理有限公司,平安银行股份有限公司,债券型,20190530,30001231,0.3%,0.1%
006995,南方惠利6个月定期开放债券型证券投资基金A类,南方惠利6个月定期开放债券A,南方基金管理股份有限公司,北京银行股份有限公司,债券型,20190326,30001231,0.3%,0.1%
006996,南方惠利6个月定期开放债券型证券投资基金C类,南方惠利6个月定期开放债券C,南方基金管理股份有限公司,北京银行股份有限公司,债券型,20190326,30001231,0.3%,0.1%
006997,平安惠添纯债债券型证券投资基金,平安惠添纯债债券,平安基金管理有限公司,徽商银行股份有限公司,债券型,20190621,30001231,0.3%,0.1%
006998,广发景兴中短债债券型证券投资基金A类,广发景兴中短债债券A,广发基金管理有限公司,中国建设银行股份有限公司,债券型,20190321,30001231,0.3%,0.1%
006999,广发景兴中短债债券型证券投资基金C类,广发景兴中短债债券C,广发基金管理有限公司,中国建设银行股份有限公司,债券型,20190321,30001231,0.3%,0.1%
007000,鹏华中债1-3年国开行债券指数证券投资基金A类,鹏华中债1-3年国开行债券指数A,鹏华基金管理有限公司,江苏银行股份有限公司,债券型,20190313,30001231,0.15%,0.05%
007001,鹏华中债1-3年国开行债券指数证券投资基金C类,鹏华中债1-3年国开行债券指数C,鹏华基金管理有限公司,江苏银行股份有限公司,债券型,20190313,30001231,0.15%,0.05%
007005,中金新医药股票型证券投资基金C类,中金新医药股票C,中金基金管理有限公司,中国建设银行股份有限公司,股票型,20190514,30001231,1.2%,0.2%
007008,中邮纯债优选一年定期开放债券型证券投资基金A类,中邮纯债优选一年定期开放债券A,中邮创业基金管理股份有限公司,中国邮政储蓄银行股份有限公司,债券型,20190614,30001231,0.5%,0.2%
007009,中邮纯债优选一年定期开放债券型证券投资基金C类,中邮纯债优选一年定期开放债券C,中邮创业基金管理股份有限公司,中国邮政储蓄银行股份有限公司,债券型,20190614,30001231,0.5%,0.2%
007010,国寿安保中债1-3年国开行债券指数型证券投资基金A类,国寿安保中债1-3年国开行债券指数A,国寿安保基金管理有限公司,兴业银行股份有限公司,债券型,20190306,30001231,0.25%,0.05%
007011,国寿安保中债1-3年国开行债券指数型证券投资基金C类,国寿安保中债1-3年国开行债券指数C,国寿安保基金管理有限公司,兴业银行股份有限公司,债券型,20190306,30001231,0.25%,0.05%
007012,湘财长顺混合型发起式证券投资基金A类,湘财长顺混合A,湘财基金管理有限公司,国泰君安证券股份有限公司,混合型,20190328,30001231,1.2%,0.2%
007013,湘财长顺混合型发起式证券投资基金C类,湘财长顺混合C,湘财基金管理有限公司,国泰君安证券股份有限公司,混合型,20190328,30001231,1.2%,0.2%
007014,嘉合磐泰短债债券型证券投资基金A类,嘉合磐泰短债债券A,嘉合基金管理有限公司,交通银行股份有限公司,债券型,20190724,30001231,0.3%,0.05%
007015,嘉合磐泰短债债券型证券投资基金C类,嘉合磐泰短债债券C,嘉合基金管理有限公司,交通银行股份有限公司,债券型,20190724,30001231,0.3%,0.05%
007016,富国睿泽回报混合型证券投资基金,富国睿泽回报混合,富国基金管理有限公司,中国建设银行股份有限公司,混合型,20190605,30001231,1.2%,0.2%
007017,平安如意中短债债券型证券投资基金A类,平安如意中短债债券A,平安基金管理有限公司,中国光大银行股份有限公司,债券型,20190403,30001231,0.3%,0.1%
007018,平安如意中短债债券型证券投资基金C类,平安如意中短债债券C,平安基金管理有限公司,中国光大银行股份有限公司,债券型,20190403,30001231,0.3%,0.1%
007019,平安如意中短债债券型证券投资基金E类,平安如意中短债债券E,平安基金管理有限公司,中国光大银行股份有限公司,债券型,20190403,30001231,0.3%,0.1%
007020,华安添鑫中短债债券型证券投资基金C类,华安添鑫中短债债券C,华安基金管理有限公司,中国银行股份有限公司,债券型,20190225,30001231,0.25%,0.05%
007021,嘉实中债1-3年政策性金融债指数证券投资基金A类,嘉实中债1-3年政策性金融债指数A,嘉实基金管理有限公司,上海浦东发展银行股份有限公司,债券型,20190425,30001231,0.15%,0.05%
007022,嘉实中债1-3年政策性金融债指数证券投资基金C类,嘉实中债1-3年政策性金融债指数C,嘉实基金管理有限公司,上海浦东发展银行股份有限公司,债券型,20190425,30001231,0.15%,0.05%
007023,中银证券安泽债券型证券投资基金A类,中银证券安泽债券A,中银国际证券股份有限公司,交通银行股份有限公司,债券型,20190515,30001231,0.3%,0.1%
007024,中银证券安泽债券型证券投资基金C类,中银证券安泽债券C,中银国际证券股份有限公司,交通银行股份有限公司,债券型,20190515,30001231,0.3%,0.1%
007025,南方鑫利3个月定期开放债券型发起式证券投资基金,南方鑫利3个月定期开放债券,南方基金管理股份有限公司,中国民生银行股份有限公司,债券型,20190325,30001231,0.3%,0.1%
007026,建信中债1-3年国开行债券指数证券投资基金A类,建信中债1-3年国开行债券指数A,建信基金管理有限责任公司,中国邮政储蓄银行股份有限公司,债券型,20190325,30001231,0.15%,0.05%
007027,建信中债1-3年国开行债券指数证券投资基金C类,建信中债1-3年国开行债券指数C,建信基金管理有限责任公司,中国邮政储蓄银行股份有限公司,债券型,20190325,30001231,0.15%,0.05%
007028,易方达中证500交易型开放式指数证券投资基金发起式联接基金A类,易方达中证500ETF联接A,易方达基金管理有限公司,中国工商银行股份有限公司,股票型,20190320,30001231,0.15%,0.05%
007029,易方达中证500交易型开放式指数证券投资基金发起式联接基金C类,易方达中证500ETF联接C,易方达基金管理有限公司,中国工商银行股份有限公司,股票型,20190320,30001231,0.15%,0.05%
007032,平安可转债债券型证券投资基金A类,平安可转债债券A,平安基金管理有限公司,中国银行股份有限公司,债券型,20190807,30001231,0.7%,0.2%
007033,平安可转债债券型证券投资基金C类,平安可转债债券C,平安基金管理有限公司,中国银行股份有限公司,债券型,20190807,30001231,0.7%,0.2%
007034,中科沃土沃安中短期利率债债券型证券投资基金C类,中科沃土沃安中短期利率债债券C,中科沃土基金管理有限公司,广州农村商业银行股份有限公司,债券型,20190318,30001231,0.2%,0.08%
007035,中银中债1-3年期国开行债券指数证券投资基金A类,中银中债1-3年期国开行债券指数A,中银基金管理有限公司,兴业银行股份有限公司,债券型,20190321,30001231,0.15%,0.05%
007037,海富通聚合纯债债券型证券投资基金,海富通聚合纯债债券,海富通基金管理有限公司,徽商银行股份有限公司,债券型,20191031,30001231,0.3%,0.1%
007038,新疆前海联合添惠纯债债券型证券投资基金C类,新疆前海联合添惠纯债债券C,新疆前海联合基金管理有限公司,浙商银行股份有限公司,债券型,20190222,20220623,0.3%,0.1%
007039,新疆前海联合沪深300指数型证券投资基金C类,新疆前海联合沪深300指数C,新疆前海联合基金管理有限公司,中国工商银行股份有限公司,股票型,20190226,20230407,0.65%,0.15%
007040,新疆前海联合泳隆灵活配置混合型证券投资基金C类,新疆前海联合泳隆灵活配置混合C,新疆前海联合基金管理有限公司,宁波银行股份有限公司,混合型,20190222,30001231,0.7%,0.1%
007041,新疆前海联合泳涛灵活配置混合型证券投资基金C类,新疆前海联合泳涛灵活配置混合C,新疆前海联合基金管理有限公司,招商证券股份有限公司,混合型,20190225,30001231,0.6%,0.1%
007042,新疆前海联合泳隽灵活配置混合型证券投资基金C类,新疆前海联合泳隽灵活配置混合C,新疆前海联合基金管理有限公司,浙商银行股份有限公司,混合型,20190225,30001231,0.7%,0.15%
007043,新疆前海联合泓鑫灵活配置混合型证券投资基金C类,新疆前海联合泓鑫灵活配置混合C,新疆前海联合基金管理有限公司,南京银行股份有限公司,混合型,20190226,30001231,1.5%,0.15%
007044,博道沪深300指数增强型证券投资基金A类,博道沪深300指数增强A,博道基金管理有限公司,招商银行股份有限公司,股票型,20190426,30001231,0.75%,0.1%
007045,博道沪深300指数增强型证券投资基金C类,博道沪深300指数增强C,博道基金管理有限公司,招商银行股份有限公司,股票型,20190426,30001231,0.75%,0.1%
007046,方正富邦创新动力混合型证券投资基金C类,方正富邦创新动力混合C,方正富邦基金管理有限公司,中国建设银行股份有限公司,混合型,20190220,30001231,1.2%,0.2%
007047,长城核心优势混合型证券投资基金A类,长城核心优势混合A,长城基金管理有限公司,中国建设银行股份有限公司,混合型,20190416,30001231,1.2%,0.2%
007048,平安安心灵活配置混合型证券投资基金C类,平安安心灵活配置混合C,平安基金管理有限公司,中国银行股份有限公司,混合型,20190219,30001231,0.6%,0.1%
007049,平安鑫安混合型证券投资基金E类,平安鑫安混合E,平安基金管理有限公司,中国银行股份有限公司,混合型,20190219,30001231,0.6%,0.1%
007050,鑫元恒利三个月定期开放债券型发起式证券投资基金,鑫元恒利三个月定期开放债券,鑫元基金管理有限公司,中国民生银行股份有限公司,债券型,20190705,30001231,0.3%,0.1%
007053,平安季开鑫三个月定期开放债券型证券投资基金A类,平安季开鑫三个月定期开放债券A,平安基金管理有限公司,平安银行股份有限公司,债券型,20190814,30001231,0.3%,0.1%
007054,平安季开鑫三个月定期开放债券型证券投资基金C类,平安季开鑫三个月定期开放债券C,平安基金管理有限公司,平安银行股份有限公司,债券型,20190814,30001231,0.3%,0.1%
007055,平安季开鑫三个月定期开放债券型证券投资基金E类,平安季开鑫三个月定期开放债券E,平安基金管理有限公司,平安银行股份有限公司,债券型,20190814,30001231,0.3%,0.1%
007056,银华积极精选混合型证券投资基金,银华积极精选混合,银华基金管理股份有限公司,中国建设银行股份有限公司,混合型,20190705,30001231,1.2%,0.2%
007057,中泰蓝月短债债券型证券投资基金A类,中泰蓝月短债债券A,中泰证券(上海)资产管理有限公司,兴业银行股份有限公司,债券型,20190426,30001231,0.3%,0.05%
007058,中泰蓝月短债债券型证券投资基金C类,中泰蓝月短债债券C,中泰证券(上海)资产管理有限公司,兴业银行股份有限公司,债券型,20190426,30001231,0.3%,0.05%
007059,汇添富养老目标日期2040五年持有期混合型基金中基金(FOF)A类,汇添富养老目标日期2040五年持有期混合(FOF)A,汇添富基金管理股份有限公司,中国农业银行股份有限公司,混合型,20190429,30001231,0.8%,0.12%
007060,汇添富养老目标日期2050五年持有期混合型发起式基金中基金(FOF)A类,汇添富养老目标日期2050五年持有期混合(FOF)A,汇添富基金管理股份有限公司,中国工商银行股份有限公司,混合型,20190517,30001231,0.9%,0.15%
007061,中加聚盈四个月定期开放债券型证券投资基金A类,中加聚盈四个月定期开放债券A,中加基金管理有限公司,中国工商银行股份有限公司,债券型,20190529,30001231,0.6%,0.15%
007062,中加聚盈四个月定期开放债券型证券投资基金C类,中加聚盈四个月定期开放债券C,中加基金管理有限公司,中国工商银行股份有限公司,债券型,20190529,30001231,0.6%,0.15%
007063,长盛研发回报混合型证券投资基金,长盛研发回报混合,长盛基金管理有限公司,中国银行股份有限公司,混合型,20190425,30001231,1.2%,0.2%
007064,浦银安盛上海清算所高等级优选短期融资券指数证券投资基金A类,浦银安盛上海清算所高等级优选短期融资券指数A,浦银安盛基金管理有限公司,兴业银行股份有限公司,债券型,20190718,30001231,0.25%,0.05%
007065,浦银安盛上海清算所高等级优选短期融资券指数证券投资基金C类,浦银安盛上海清算所高等级优选短期融资券指数C,浦银安盛基金管理有限公司,兴业银行股份有限公司,债券型,20190718,30001231,0.25%,0.05%
007066,浦银安盛先进制造混合型证券投资基金A类,浦银安盛先进制造混合A,浦银安盛基金管理有限公司,兴业银行股份有限公司,混合型,20200114,30001231,1.2%,0.2%
007067,浦银安盛先进制造混合型证券投资基金C类,浦银安盛先进制造混合C,浦银安盛基金管理有限公司,兴业银行股份有限公司,混合型,20200114,30001231,1.2%,0.2%
007068,浦银安盛普丰纯债债券型证券投资基金A类,浦银安盛普丰纯债债券A,浦银安盛基金管理有限公司,徽商银行股份有限公司,债券型,20190910,30001231,0.3%,0.1%
007069,浦银安盛普丰纯债债券型证券投资基金C类,浦银安盛普丰纯债债券C,浦银安盛基金管理有限公司,徽商银行股份有限公司,债券型,20190910,30001231,0.3%,0.1%
007070,博时颐泽稳健养老目标一年持有期混合型基金中基金(FOF)A类,博时颐泽稳健养老目标一年持有期混合(FOF)A,博时基金管理有限公司,中国工商银行股份有限公司,混合型,20190320,30001231,0.6%,0.15%
007071,博时颐泽稳健养老目标一年持有期混合型基金中基金(FOF)C类,博时颐泽稳健养老目标一年持有期混合(FOF)C,博时基金管理有限公司,中国工商银行股份有限公司,混合型,20190320,30001231,0.6%,0.15%
007072,民生加银鑫福灵活配置混合型证券投资基金C类,民生加银鑫福灵活配置混合C,民生加银基金管理有限公司,中国建设银行股份有限公司,混合型,20190304,30001231,0.9%,0.15%
007073,海富通上海清算所中高等级短期融资券指数证券投资基金C类,海富通上海清算所中高等级短期融资券指数C,海富通基金管理有限公司,杭州银行股份有限公司,债券型,20190311,30001231,0.25%,0.05%
007074,国寿安保新蓝筹灵活配置混合型证券投资基金,国寿安保新蓝筹灵活配置混合,国寿安保基金管理有限公司,中国工商银行股份有限公司,混合型,20190529,30001231,1.2%,0.2%
007075,富国产业债债券型证券投资基金C类,富国产业债债券C,富国基金管理有限公司,中国工商银行股份有限公司,债券型,20190308,30001231,0.5%,0.1%
007076,汇添富中证医药卫生交易型开放式指数证券投资基金联接基金A类,汇添富中证医药卫生ETF联接A,汇添富基金管理股份有限公司,中国工商银行股份有限公司,股票型,20190326,30001231,0.5%,0.1%
007077,汇添富中证医药卫生交易型开放式指数证券投资基金联接基金C类,汇添富中证医药卫生ETF联接C,汇添富基金管理股份有限公司,中国工商银行股份有限公司,股票型,20190326,30001231,0.5%,0.1%
007078,工银瑞信中债3-5年国开行债券指数证券投资基金A类,工银瑞信中债3-5年国开行债券指数A,工银瑞信基金管理有限公司,招商银行股份有限公司,债券型,20190416,30001231,0.15%,0.05%
007079,工银瑞信中债3-5年国开行债券指数证券投资基金C类,工银瑞信中债3-5年国开行债券指数C,工银瑞信基金管理有限公司,招商银行股份有限公司,债券型,20190416,30001231,0.15%,0.05%
007080,建信中债5-10年国开行债券指数证券投资基金A类,建信中债5-10年国开行债券指数A,建信基金管理有限责任公司,平安银行股份有限公司,债券型,20190917,20220118,0.15%,0.05%
007081,建信中债5-10年国开行债券指数证券投资基金C类,建信中债5-10年国开行债券指数C,建信基金管理有限责任公司,平安银行股份有限公司,债券型,20190917,20220118,0.15%,0.05%
007082,平安高端制造混合型证券投资基金A类,平安高端制造混合A,平安基金管理有限公司,中国银行股份有限公司,混合型,20190424,30001231,1.2%,0.2%
007083,平安高端制造混合型证券投资基金C类,平安高端制造混合C,平安基金管理有限公司,中国银行股份有限公司,混合型,20190424,30001231,1.2%,0.2%
007084,天治转型升级混合型证券投资基金,天治转型升级混合,天治基金管理有限公司,中国农业银行股份有限公司,混合型,20190521,30001231,1.2%,0.2%
007085,招商瑞庆灵活配置混合型证券投资基金C类,招商瑞庆灵活配置混合C,招商基金管理有限公司,中国建设银行股份有限公司,混合型,20190308,30001231,1.2%,0.2%
007086,永赢汇利六个月定期开放债券型证券投资基金,永赢汇利六个月定期开放债券,永赢基金管理有限公司,江苏银行股份有限公司,债券型,20191014,30001231,0.3%,0.1%
007088,民生加银恒裕债券型证券投资基金,民生加银恒裕债券,民生加银基金管理有限公司,上海浦东发展银行股份有限公司,债券型,20190523,30001231,0.3%,0.1%
007089,国投瑞银中证500指数量化增强型证券投资基金C类,国投瑞银中证500指数量化增强C,国投瑞银基金管理有限公司,中国农业银行股份有限公司,股票型,20190314,30001231,1%,0.15%
007090,海富通稳健养老目标一年持有期混合型发起式基金中基金(FOF)A类,海富通稳健养老目标一年持有期混合(FOF)A,海富通基金管理有限公司,中国银行股份有限公司,混合型,20190425,30001231,0.5%,0.15%
007091,东兴兴福一年定期开放债券型证券投资基金A类,东兴兴福一年定期开放债券A,东兴基金管理有限公司,中泰证券股份有限公司,债券型,20190410,30001231,0.7%,0.1%
007092,鑫元中债3-5年国开行债券指数证券投资基金A类,鑫元中债3-5年国开行债券指数A,鑫元基金管理有限公司,中国工商银行股份有限公司,债券型,20191115,30001231,0.15%,0.05%
007093,鑫元中债3-5年国开行债券指数证券投资基金C类,鑫元中债3-5年国开行债券指数C,鑫元基金管理有限公司,中国工商银行股份有限公司,债券型,20191115,30001231,0.15%,0.05%
007094,建信中债3-5年国开行债券指数证券投资基金A类,建信中债3-5年国开行债券指数A,建信基金管理有限责任公司,上海银行股份有限公司,债券型,20190430,30001231,0.15%,0.05%
007095,建信中债3-5年国开行债券指数证券投资基金C类,建信中债3-5年国开行债券指数C,建信基金管理有限责任公司,上海银行股份有限公司,债券型,20190430,30001231,0.15%,0.05%
007096,大成沪深300指数证券投资基金C类,大成沪深300指数C,大成基金管理有限公司,中国农业银行股份有限公司,股票型,20190311,30001231,0.75%,0.15%
007097,汇添富中债1-3年国开行债券指数证券投资基金A类,汇添富中债1-3年国开行债券指数A,汇添富基金管理股份有限公司,兴业银行股份有限公司,债券型,20190415,30001231,0.15%,0.05%
007098,汇添富中债1-3年国开行债券指数证券投资基金C类,汇添富中债1-3年国开行债券指数C,汇添富基金管理股份有限公司,兴业银行股份有限公司,债券型,20190415,30001231,0.15%,0.05%
007099,安信尊享添益债券型证券投资基金C类,安信尊享添益债券C,安信基金管理有限责任公司,交通银行股份有限公司,债券型,20190309,30001231,0.6%,0.1%
007100,中银稳健添利债券型发起式证券投资基金E类,中银稳健添利债券E,中银基金管理有限公司,招商银行股份有限公司,债券型,20190315,30001231,0.6%,0.2%
007101,中欧远见两年定期开放混合型证券投资基金C类,中欧远见两年定期开放混合C,中欧基金管理有限公司,中国工商银行股份有限公司,混合型,20190424,30001231,1.2%,0.2%
007102,民生加银添鑫纯债债券型证券投资基金A类,民生加银添鑫纯债债券A,民生加银基金管理有限公司,中国工商银行股份有限公司,债券型,20190814,20220218,0.5%,0.1%
007103,民生加银添鑫纯债债券型证券投资基金C类,民生加银添鑫纯债债券C,民生加银基金管理有限公司,中国工商银行股份有限公司,债券型,20190814,20220218,0.5%,0.1%
007104,易方达恒利3个月定期开放债券型发起式证券投资基金,易方达恒利3个月定期开放债券,易方达基金管理有限公司,中国银行股份有限公司,债券型,20190404,30001231,0.3%,0.1%
007105,国泰丰鑫纯债债券型证券投资基金,国泰丰鑫纯债债券,国泰基金管理有限公司,中国光大银行股份有限公司,债券型,20190917,30001231,0.3%,0.1%
007107,太平MSCI香港价值增强指数证券投资基金A类,太平MSCI香港价值增强指数A,太平基金管理有限公司,中国工商银行股份有限公司,股票型,20190731,30001231,0.8%,0.15%
007108,太平MSCI香港价值增强指数证券投资基金C类,太平MSCI香港价值增强指数C,太平基金管理有限公司,中国工商银行股份有限公司,股票型,20190731,30001231,0.8%,0.15%
007109,南方沪港深核心优势混合型证券投资基金,南方沪港深核心优势混合,南方基金管理股份有限公司,中国工商银行股份有限公司,混合型,20201225,30001231,1.2%,0.2%
007110,国投瑞银港股通价值发现混合型证券投资基金A类,国投瑞银港股通价值发现混合A,国投瑞银基金管理有限公司,中国工商银行股份有限公司,混合型,20200312,30001231,1.2%,0.2%
007111,新疆前海联合国民健康产业灵活配置混合型证券投资基金C类,新疆前海联合国民健康产业灵活配置混合C,新疆前海联合基金管理有限公司,中国工商银行股份有限公司,混合型,20190322,30001231,1.5%,0.25%
007113,永赢高端制造混合型证券投资基金A类,永赢高端制造混合A,永赢基金管理有限公司,交通银行股份有限公司,混合型,20191101,30001231,1.2%,0.2%
007114,永赢高端制造混合型证券投资基金C类,永赢高端制造混合C,永赢基金管理有限公司,交通银行股份有限公司,混合型,20191101,30001231,1.2%,0.2%
007115,金元顺安桉盛债券型证券投资基金C类,金元顺安桉盛债券C,金元顺安基金管理有限公司,宁波银行股份有限公司,债券型,20190316,30001231,0.5%,0.1%
007116,华宝政策性金融债债券型证券投资基金,华宝政策性金融债债券,华宝基金管理有限公司,南京银行股份有限公司,债券型,20190906,30001231,0.3%,0.1%
007117,华泰紫金丰泰纯债债券型发起式证券投资基金A类,华泰紫金丰泰纯债债券A,华泰证券(上海)资产管理有限公司,招商银行股份有限公司,债券型,20190530,30001231,0.3%,0.1%
007118,华泰紫金丰泰纯债债券型发起式证券投资基金C类,华泰紫金丰泰纯债债券C,华泰证券(上海)资产管理有限公司,招商银行股份有限公司,债券型,20190530,30001231,0.3%,0.1%
007119,睿远成长价值混合型证券投资基金A类,睿远成长价值混合A,睿远基金管理有限公司,招商银行股份有限公司,混合型,20190326,30001231,1.2%,0.15%
007120,睿远成长价值混合型证券投资基金C类,睿远成长价值混合C,睿远基金管理有限公司,招商银行股份有限公司,混合型,20190326,30001231,1.2%,0.15%
007121,中加裕盈纯债债券型证券投资基金,中加裕盈纯债债券,中加基金管理有限公司,交通银行股份有限公司,债券型,20190418,30001231,0.3%,0.1%
007122,工银瑞信中债1-3年国开行债券指数证券投资基金A类,工银瑞信中债1-3年国开行债券指数A,工银瑞信基金管理有限公司,中国光大银行股份有限公司,债券型,20190627,30001231,0.15%,0.05%
007123,工银瑞信中债1-3年国开行债券指数证券投资基金C类,工银瑞信中债1-3年国开行债券指数C,工银瑞信基金管理有限公司,中国光大银行股份有限公司,债券型,20190627,30001231,0.15%,0.05%
007124,工银瑞信中债1-3年农发行债券指数证券投资基金A类,工银瑞信中债1-3年农发行债券指数A,工银瑞信基金管理有限公司,兴业银行股份有限公司,债券型,20190521,30001231,0.15%,0.05%
007125,工银瑞信中债1-3年农发行债券指数证券投资基金C类,工银瑞信中债1-3年农发行债券指数C,工银瑞信基金管理有限公司,兴业银行股份有限公司,债券型,20190521,30001231,0.15%,0.05%
007126,博道远航混合型证券投资基金A类,博道远航混合A,博道基金管理有限公司,招商银行股份有限公司,混合型,20190430,30001231,1.2%,0.2%
007127,博道远航混合型证券投资基金C类,博道远航混合C,博道基金管理有限公司,招商银行股份有限公司,混合型,20190430,30001231,1.2%,0.2%
007128,天弘增强回报债券型证券投资基金A类,天弘增强回报债券A,天弘基金管理有限公司,中国银行股份有限公司,债券型,20190529,30001231,0.7%,0.2%
007129,天弘增强回报债券型证券投资基金C类,天弘增强回报债券C,天弘基金管理有限公司,中国银行股份有限公司,债券型,20190529,30001231,0.7%,0.2%
007130,中庚小盘价值股票型证券投资基金,中庚小盘价值股票,中庚基金管理有限公司,广发证券股份有限公司,股票型,20190403,30001231,1.5%,0.2%
007132,长城港股通价值精选多策略混合型证券投资基金A类,长城港股通价值精选多策略混合A,长城基金管理有限公司,北京银行股份有限公司,混合型,20190626,30001231,1.2%,0.2%
007133,嘉实长青竞争优势股票型证券投资基金A类,嘉实长青竞争优势股票A,嘉实基金管理有限公司,中国建设银行股份有限公司,股票型,20190506,30001231,1.2%,0.2%
007134,嘉实长青竞争优势股票型证券投资基金C类,嘉实长青竞争优势股票C,嘉实基金管理有限公司,中国建设银行股份有限公司,股票型,20190506,30001231,1.2%,0.2%
007135,广发中证100交易型开放式指数证券投资基金发起式联接基金A类,广发中证100ETF联接A,广发基金管理有限公司,中国工商银行股份有限公司,股票型,20190527,30001231,0.5%,0.1%
007136,广发中证100交易型开放式指数证券投资基金发起式联接基金C类,广发中证100ETF联接C,广发基金管理有限公司,中国工商银行股份有限公司,股票型,20190527,30001231,0.5%,0.1%
007137,鹏扬元合量化大盘优选股票型证券投资基金A类,鹏扬元合量化大盘优选股票A,鹏扬基金管理有限公司,中国工商银行股份有限公司,股票型,20190709,30001231,0.8%,0.2%
007138,鹏扬元合量化大盘优选股票型证券投资基金C类,鹏扬元合量化大盘优选股票C,鹏扬基金管理有限公司,中国工商银行股份有限公司,股票型,20190709,30001231,0.8%,0.2%
007139,富国民裕进取沪港深成长精选混合型证券投资基金A类,富国民裕进取沪港深成长精选混合A,富国基金管理有限公司,中国民生银行股份有限公司,混合型,20190521,30001231,1.2%,0.2%
007140,富国全球债券证券投资基金(QDII)(美元现汇),富国全球债券(QDII)(美元现汇),富国基金管理有限公司,中国工商银行股份有限公司,其他型,20190807,30001231,0.5%,0.1%
007141,嘉合稳健增长灵活配置混合型证券投资基金A类,嘉合稳健增长灵活配置混合A,嘉合基金管理有限公司,招商银行股份有限公司,混合型,20200805,30001231,1.2%,0.1%
007142,嘉合稳健增长灵活配置混合型证券投资基金C类,嘉合稳健增长灵活配置混合C,嘉合基金管理有限公司,招商银行股份有限公司,混合型,20200805,30001231,1.2%,0.1%
