基金代码,交易日期,单位净值,复权单位净值,累计单位净值,资产净值
008008,20200331,1.3061,1.4031,1.4021,36191585.79
008530,20210108,1.0273,1.0548,1.0542,123250699.86
009265,20200511,1.005,1.005,1.005,7914745729.77
007988,20201105,1.0072,1.0072,1.0072,6000006310.08
006720,20211223,2.364,2.364,2.364,11403033.62
008499,20211210,1.2899,1.2899,1.2899,507004690.96
007790,20200706,1.0203,1.0203,1.0203,312146811.47
008477,20211207,1.5366,1.6022,1.5866,249389245.67
010687,20210812,3.643,3.643,3.643,480014871.29
008347,20210224,1.6925,1.6925,1.6925,91421401.77
005177,20210721,1.3371,1.3371,1.3371,758304247.63
009198,20201015,1.0148,1.0148,1.0148,53900853.05
006881,20200731,2.1267,2.1267,2.1267,180484968.95
009341,20210408,1.1925,1.1925,1.1925,10357457523.97
008140,20210326,1.361,1.361,1.361,2789839456.4
872019,20210816,1.2278,0.9787,1.3937,226927058.29
009297,20210312,1.0861,1.0861,1.0861,807581066.86
004791,20200313,1.0644,1.0644,1.0644,15255236.7
007780,20200331,1.0246,1.0246,1.0246,11434918.13
010883,20210114,1.0,1.003,0.0,1002.05
007770,20201111,1.244,1.244,1.244,61633234.66
007870,20200828,1.0165,1.0355,1.0355,3532002158.6
010161,20211228,1.1704,1.1704,1.1704,1076709134.79
009716,20210825,1.0289,1.0289,1.0289,3234956649.67
008015,20200605,1.0079,1.0179,1.0181,4286608784.01
006854,20200619,0.9792,0.9792,0.9792,59586406.99
006932,20210706,1.0217,1.0471,1.0467,703409337.46
006533,20200205,1.2654,1.2654,1.2654,616561852.11
009623,20210928,1.0924,1.0924,1.0924,1176798364.57
008085,20210309,0.9582,0.9582,0.9582,504449163.14
007356,20210831,2.4689,2.4689,2.4689,413022731.68
166803,20200814,0.9888,0.9888,0.9888,75492120.97
007306,20200707,1.8219,1.8219,1.8219,31669750.33
005497,20201109,1.004,1.0238,1.024,200263122.92
009669,20210811,1.736,1.736,1.736,42394312.63
008710,20200224,1.0,1.0,1.0,210031191.08
007204,20210719,1.0525,1.0525,1.0525,339376401.37
007418,20210412,1.0312,1.056,1.0555,56752911.01
007265,20201126,0.9802,0.9802,0.9802,5120392.32
009992,20211029,0.9994,0.9994,0.9994,371656873.6
530030,20210517,1.0076,1.0076,1.0076,101913997.44
009659,20211227,1.0078,1.0554,1.0563,1610122551.19
010024,20210924,1.8605,1.8605,1.8605,735416164.41
007777,20210303,1.2781,1.5995,1.5698,948219133.6
007713,20201028,1.2228,1.2697,1.2728,167039267.36
007858,20200721,101.3823,0.0001,1.0188,50565562.48
900009,20200521,1.6487,3.1575,2.6593,
920921,20210315,1.3811,1.3811,1.3811,708421772.81
010174,20210423,1.0169,1.0169,1.0169,153305855.9
007371,20201116,1.02,1.0472,1.047,3520913417.37
009241,20200615,1.474,1.474,1.474,
007475,20200616,1.5275,1.5275,1.5275,51821206.77
008509,20201113,0.9996,0.9996,0.9996,309003663.02
007583,20201103,1.0378,1.0378,1.0378,116125671.14
010537,20210325,0.9179,0.9179,0.9179,202312736.49
008037,20210730,1.5178,1.5178,1.5178,35522872.32
002691,20210513,1.1303,1.1303,1.1303,33949928.78
007309,20210727,1.0799,1.1028,1.1021,12632269.57
009727,20210507,1.0535,1.0535,1.0535,33634241.34
009233,20200909,1.0254,1.0254,1.0254,106000831.0
006809,20201230,0.8248,0.8248,0.8248,28823791.9
008031,20200622,1.0026,1.0026,1.0026,510779182.97
580008,20211025,3.7033,3.7033,3.7033,255893680.31
006688,20200923,1.5455,1.5455,1.5455,155557908.78
010165,20210419,1.0247,1.0247,1.0247,7151865326.13
952004,20201211,2.6708,4.453,3.6208,5454728838.89
007066,20200604,1.1264,1.1264,1.1264,1347911387.79
006498,20201130,0.9819,0.9819,0.9819,9069.56
007958,20210715,1.0246,1.0535,1.0529,2221487355.01
007585,20210611,1.0026,1.0508,1.0501,14197627806.85
009096,20210413,1.0535,1.0535,1.0535,124792950.38
007145,20200724,1.0194,1.0508,1.0508,3209594218.51
006923,20210727,1.3825,1.3825,1.3825,42681210.68
007791,20201119,1.0243,1.0243,1.0243,70012169.19
010227,20210322,1.0084,1.0084,1.0084,1257622029.76
006901,20200709,1.0332,1.0332,1.0332,206339277.41
007531,20210127,1.6111,1.6111,1.6111,3020407966.27
009131,20210305,1.1017,1.1017,1.1017,765386478.74
008457,20200902,1.1182,1.1182,1.1182,839485879.36
007766,20200909,1.0019,1.0239,1.0239,165041.73
007386,20210115,1.4462,1.4462,1.4462,30906255.36
008989,20210811,1.8199,1.8199,1.8199,182261768.85
004929,20210319,0.9939,0.9939,0.9939,11209191.49
009315,20211111,1.0236,1.044,1.0436,6170840465.01
007416,20201023,1.1893,1.1893,1.1893,316350224.66
008957,20201116,0.9889,0.9889,0.9889,32135.27
005491,20200507,1.2061,1.2061,1.2061,18052963.78
008892,20200529,1.0256,1.0256,1.0256,64287924.97
008400,20210713,1.5566,1.5566,1.5566,71982632.32
009191,20201104,1.0012,1.008,1.008,652540238.28
010300,20210913,1.0056,1.0056,1.0056,430598130.54
007012,20200513,1.3598,1.3598,1.3598,63997525.34
007660,20200821,1.1848,1.1848,1.1848,23430347.43
007729,20201013,1.1066,1.1066,1.1066,38989415.17
006352,20210617,1.217,1.217,1.217,2279925.18
008092,20211224,1.546,1.546,1.546,132247762.16
009469,20210913,1.1387,1.1387,1.1387,189199167.63
007545,20210726,1.0708,1.0963,1.0958,1260633588.18
008382,20210625,1.2467,1.307,1.3017,836075610.93
006785,20211119,1.0182,1.0182,1.0182,4780206.9
008110,20210602,1.2752,1.2752,1.2752,127398544.57
008652,20200911,1.0019,1.0019,1.0019,870005779.61
008988,20201123,1.3294,1.3294,1.3294,274894730.45
007280,20200311,0.8664,0.8664,0.8664,142529232.56
006370,20200318,0.1978,0.1978,0.1978,80156937.29
009185,20210204,1.0727,1.0727,1.0727,201309348.57
009592,20201102,1.0047,1.0047,1.0047,206909221.24
009232,20211026,1.0937,1.1166,1.1157,442770841.46
009500,20210126,1.0014,1.0014,1.0014,233692768.47
008595,20210122,1.0021,1.0021,1.0021,499417567.05
007152,20211118,1.4439,1.4439,1.4439,58282080.16
004630,20201203,1.0092,1.0351,1.035,2487356570.74
009954,20210622,1.4159,1.4159,1.4159,85650118.12
008382,20210809,1.3462,1.4113,1.4012,654099245.01
008616,20211022,1.0,1.0,1.0,
008754,20200630,1.0727,1.0727,1.0727,309195241.83
007869,20210524,104.3537,0.0001,1.0435,61732436.77
008413,20210818,1.0612,1.0612,1.0612,32787144.03
009638,20210609,1.0434,1.0434,1.0434,258046071.14
006985,20200513,1.0308,1.0575,1.0568,1673120261.52
010406,20210316,1.0073,1.0073,1.0073,2500102362.52
008640,20200429,0.9063,0.9063,0.9063,67387018.88
008480,20210629,1.5946,1.5946,1.5946,597389905.34
007058,20201208,1.0441,1.0441,1.0441,21468058.19
008878,20200813,1.0,1.0,1.0,259999200.02
006812,20210623,1.0213,1.0416,1.0413,301367497.46
008817,20200831,1.3234,1.3234,1.3234,55885356.26
009282,20201201,0.9942,0.9942,0.9942,178019232.71
008961,20200617,0.9728,0.9728,0.9728,990550286.24
009091,20200402,1.0011,1.0011,1.0011,510300721.21
010151,20201218,1.0855,1.0855,1.0855,69603213.69
000962,20201029,1.1091,1.1091,1.1091,1493549154.29
009570,20201110,1.0612,1.0612,1.0612,26565810276.55
010642,20211025,1.0298,1.0298,1.0298,1161830693.5
007935,20210818,1.0673,1.0673,1.0673,104929182.55
008813,20210818,1.0059,1.037,1.0367,815553343.69
008771,20210107,1.0208,1.0208,1.0208,71291246.57
007197,20200707,1.0032,1.0443,1.0442,2243022155.52
008269,20200601,0.9843,0.9843,0.9843,4337212099.47
006718,20200316,1.0345,1.0345,1.0345,84092392.21
008676,20200221,1.0034,1.0034,1.0034,50744.09
008702,20210727,0.9078,0.9078,0.9078,78909715.92
007175,20210706,1.0071,1.0633,1.0626,60412433.34
004977,20201117,1.0419,1.0419,1.0419,475298.05
010401,20210806,1.0282,1.0282,1.0282,1081015706.35
006689,20200609,1.0363,1.0363,1.0363,20568052.94
540005,20211209,1.1297,1.1552,1.372,158136077.56
008568,20200622,1.0071,1.0171,1.0171,1017667743.4
008514,20210208,1.1314,1.1314,1.1314,119192424.7
008855,20200618,1.1221,1.1221,1.1221,884730056.14
006973,20210514,1.1289,1.2852,1.2749,421219797.71
008438,20210705,1.3624,1.1897,1.3624,12940798.39
202213,20200113,1.3254,1.3254,1.8898,159333364.27
161913,20200727,1.6578,1.7149,1.7023,24802800.46
009401,20210927,1.0436,1.0741,1.0736,450399757.17
006899,20210518,1.0793,1.0793,1.0793,14036621.49
009960,20210305,1.0825,1.0825,1.0825,4599650633.02
008110,20210720,1.295,1.295,1.295,126506906.15
010342,20210224,1.0282,1.0282,1.0282,818107404.61
008476,20200923,1.0156,1.0156,1.0156,179251064.84
009475,20210929,0.9796,0.9796,0.9796,398458064.43
010495,20210507,0.9103,0.9103,0.9103,435962804.48
009228,20210721,1.0043,1.0043,1.0043,30.26
009504,20210126,0.9173,0.9173,0.9173,99384178.62
007668,20210121,1.1158,1.1158,1.1158,28376614.81
007717,20201119,1.0381,1.0381,1.0381,74111.49
010177,20211125,1.0462,1.0462,1.0462,37082463.77
009875,20211202,1.1953,1.1953,1.1953,119310995.16
008681,20210901,1.2556,1.2556,1.2556,3492702380.79
005048,20200320,0.8687,0.8687,0.8687,98548.38
007569,20210521,1.0752,1.3005,1.2892,227789772.77
000126,20210309,2.4627,3.3099,2.8067,395338975.33
008385,20211214,1.0536,1.0536,1.0536,48333326.47
008418,20201209,1.4064,1.4064,1.4064,688140605.67
007385,20200205,1.0642,1.0642,1.0642,282904296.84
008418,20210524,1.4345,1.4345,1.4345,632898106.52
009665,20210203,1.192,1.192,1.192,646291424.64
006284,20201116,1.0163,1.0578,1.0573,1004983950.23
009181,20201119,1.0417,1.0417,1.0417,579227695.86
007446,20200203,1.079,1.1144,1.1138,78870835.94
006990,20200918,1.0221,1.0503,1.0501,530924324.92
008585,20210317,0.8127,0.8127,0.8127,646153715.35
006969,20201209,1.813,1.813,1.813,179161012.91
501002,20211026,1.1098,1.1098,1.1098,68093844.71
006740,20201016,1.0506,1.0506,1.0506,822470310.91
010602,20210209,1.0404,1.0404,1.0404,761145685.86
009124,20210107,1.0949,1.0949,1.0949,527195407.14
007290,20200102,1.0192,1.0192,1.0192,145450.08
007309,20201223,1.0347,1.0563,1.0565,12481544.89
008981,20210721,1.8883,1.8883,1.8883,292393868.43
006991,20210722,1.2573,1.2573,1.2573,7499909830.79
900030,20210723,1.4232,1.4232,2.4222,376083807.1
008587,20210203,1.0119,1.0119,1.0119,325825354.65
008199,20210419,1.3226,1.3226,1.3226,34305851.76
008933,20210416,1.0071,1.0071,1.0071,3692017183.43
009586,20210816,1.0,1.0296,0.0,21561633773.77
008795,20210521,1.162,1.162,1.162,219056309.15
006601,20200512,0.9951,1.0547,1.0551,118531015.06
007047,20210312,2.0804,2.1831,2.1304,415232956.6
008159,20201027,1.009,1.009,1.009,57667739.13
008899,20200617,1.0046,1.0046,1.0046,4634380.39
003163,20200811,1.0199,1.1747,1.1654,2646697770.41
007653,20200710,1.0201,1.0201,1.0201,75332566.87
009376,20211221,1.5186,1.5186,1.5186,2043422896.57
007530,20200427,1.0097,1.0097,1.0097,24556.53
010172,20210413,1.723,1.723,1.723,734126656.2
006812,20210719,1.0292,1.0497,1.0492,304831559.29
009710,20210128,1.5823,1.5823,1.5823,1107717.93
006603,20210906,1.2297,1.2297,1.2297,17498226.43
007655,20211231,1.0563,1.0766,1.0763,1713683600.46
010563,20211130,1.3061,1.3061,1.3061,181026717.3
008986,20210421,0.8875,0.8875,0.8875,46985714.55
007365,20201211,1.0052,1.0263,1.0262,468744.1
009172,20211019,1.0238,1.0238,1.0238,3460.61
006490,20211227,1.0705,1.1042,1.1025,21374.93
006005,20210426,1.1638,1.1638,1.1638,3001088.57
007046,20210805,1.2389,1.2389,1.2389,4154269.98
010006,20211217,1.038,1.038,1.038,2203779379.62
007457,20200218,1.0283,1.0283,1.0283,21343039.71
011126,20210531,2.621,2.621,2.621,52358256.65
004929,20201110,0.9982,0.9982,0.9982,12112307.19
008934,20210909,0.9912,0.9912,0.9912,1669401029.78
007393,20210802,1.3162,1.3162,1.3162,246402058.13
008648,20201216,1.0031,1.0031,1.0031,209999000.0
009339,20210830,1.0232,1.0494,1.0489,5839109.02
008978,20200901,1.5308,1.5308,1.5308,161207754.8
006868,20200430,1.3869,1.3869,1.3869,430052082.74
006881,20201118,1.876,1.876,1.876,145644384.73
006789,20200624,1.0351,1.0639,1.0631,412075550.13
008004,20200610,1.0141,1.0141,1.0141,16344.73
005914,20210714,2.5146,2.5146,2.5146,447640886.2
006632,20200811,1.0498,1.0498,1.0498,88936.3
007186,20200325,1.0274,1.0367,1.0365,4355376755.73
007180,20211101,1.0351,1.0823,1.0811,3598363539.03
003126,20210322,1.1877,1.1877,1.1877,335501335.23
007632,20211220,1.8689,1.8689,2.5909,237212996.8
006968,20201127,1.2458,1.2458,1.2458,12374542.76
006980,20200817,1.0063,1.0343,1.0343,945464740.33
009106,20201030,0.9727,0.9727,0.9727,806149.24
003205,20200414,1.0325,1.0361,1.0362,14667.64
008368,20211109,0.1447,0.1447,0.1447,23067835.16
920008,20200211,1.1615,1.8552,1.724,
005253,20211012,1.0,1.0342,0.0,41328565945.39
009033,20210108,0.9799,0.9799,0.9799,52764454.11
007995,20210412,1.5083,1.5083,1.5083,87384503.6
010986,20211206,1.0198,1.0864,1.0848,124285945.45
007730,20200119,1.0,1.0127,0.0,26461732.74
003163,20200930,1.019,1.1737,1.1645,2635861683.57
006875,20210812,1.1181,1.1181,1.1181,473723407.79
006649,20200730,1.7804,1.8337,1.8104,301730742.18
007981,20210521,1.0309,1.0309,1.0309,101561626.91
006813,20200624,1.4113,1.4113,1.4113,78715102.44
009628,20211119,1.0467,1.0467,1.0467,53980798.16
009402,20200825,1.1226,1.1226,1.1226,4790396457.84
006689,20210316,1.3425,1.3425,1.3425,64710956.02
010016,20210609,1.1221,1.1221,1.1221,1199865377.07
009846,20210722,1.1625,1.1625,1.1625,2929063541.33
005839,20210827,1.0244,1.0305,1.0304,30278.16
009052,20201119,1.0865,1.0865,1.0865,288033952.6
000030,20210721,1.7606,3.2594,3.2594,255199217.08
900008,20201013,1.2271,2.2708,1.9704,616171257.73
008695,20200713,1.0022,1.0022,1.0022,101388.22
009477,20210205,0.9504,0.9504,0.9504,13903862.43
007826,20201127,1.5934,1.5934,1.5934,81965380.2
010200,20210705,1.0014,1.0163,1.0164,19597267.37
010112,20210115,1.0571,1.0571,1.0571,4940618684.0
010565,20210226,1.0037,1.0037,1.0037,157096158.01
007343,20211118,2.6759,2.6759,2.6759,1755389550.51
007866,20201201,1.0,1.0308,0.0,142983727.24
006594,20210222,1.8328,1.9913,1.9328,130687789.2
008741,20200728,1.0125,1.0125,1.0125,126432424.66
008091,20201204,1.4173,1.4173,1.4173,79992635.1
009560,20201215,1.0062,1.0062,1.0062,4497282173.01
009139,20200713,1.1921,1.1921,1.1921,243594000.58
007179,20210623,1.0263,1.0263,1.0263,30632691.73
008291,20210907,1.3999,1.3999,1.3999,23407879.37
008244,20211021,1.7895,1.7895,1.7895,537623039.59
009939,20211223,1.3767,1.3767,1.3767,307649508.6
009803,20210902,1.1482,1.167,1.1664,372922701.65
005305,20200214,1.1039,1.1039,1.1039,208395511.94
008227,20201207,1.8028,1.8028,1.8028,800314476.18
007527,20210430,1.7926,1.7926,1.7926,74711593.74
008894,20210119,1.3059,1.3059,1.3059,49072474.72
007046,20210304,1.2735,1.2735,1.2735,2380530.39
010006,20211013,1.0271,1.0271,1.0271,2203779379.62
007053,20211216,1.1196,1.1196,1.1196,32510944.13
002458,20200217,1.1272,1.1272,1.1272,339285153.44
007316,20210607,1.3108,1.3108,1.3108,56456180.63
006167,20210809,1.9977,2.0916,2.0508,147005128.47
007953,20210705,1.0361,1.0463,1.0461,1001436058.42
008945,20210623,1.1406,1.1406,1.1406,23801680.76
006665,20201022,0.999,1.0431,1.0428,1183541716.46
007998,20210917,1.0144,1.0797,1.0774,199606426.99
009326,20200916,1.7443,1.7443,1.7443,100900325.88
009127,20210929,1.3765,1.3765,1.3765,19161870.12
009848,20210105,1.1261,1.1261,1.1261,14884740.35
000270,20200710,1.0977,1.6767,1.6767,77398662.11
007389,20210111,1.3524,1.3524,1.3524,37145169.96
000347,20210729,1.0093,1.4265,1.3659,44688995.82
007192,20211112,2.8866,2.8866,2.8866,838038845.19
007330,20210811,1.0458,1.0458,1.0458,1217972.15
009513,20210728,1.3052,1.3052,1.3052,12720999.46
008797,20210712,1.0145,1.0145,1.0145,4415.22
008988,20211022,1.8036,1.8036,1.8036,229277450.24
009885,20211228,1.2844,1.2844,1.2844,653806956.69
009225,20201009,1.1581,1.1581,1.1581,9222437.0
008655,20200710,1.2835,1.2835,1.2835,806010853.87
008122,20210916,1.0613,1.0613,1.0613,247113965.11
007115,20200709,1.1795,1.1795,1.1795,2117.75
006769,20200914,1.7303,1.7303,1.7303,277498963.64
009493,20210617,1.0086,1.0086,1.0086,207293358.94
005138,20200721,1.5052,1.5052,1.5052,952066959.0
010096,20210625,1.0535,1.0535,1.0535,65718261.51
006105,20210209,1.1714,1.1714,1.1714,39500381.33
008764,20211020,1.5698,1.5698,1.5698,2001828207.69
006752,20210407,1.5014,1.5014,1.5014,640013344.19
006862,20200520,1.1113,1.1113,1.1113,380581919.72
009210,20201019,1.2334,1.2334,1.2334,1504650432.58
008874,20200904,0.983,0.983,0.983,146266137.53
007122,20200820,1.0023,1.0316,1.0313,6702141380.11
009539,20201214,1.0792,1.0792,1.0792,3477666155.01
007291,20210112,1.7254,1.7254,1.7254,290715075.4
008267,20200807,0.9998,0.9998,0.9998,174011.89
006926,20200219,1.0992,1.0992,1.0992,48976418.6
008920,20210305,1.2502,1.2502,1.2502,37778494.93
008736,20210726,1.1619,1.1619,1.1619,158050997.33
008311,20200526,0.9991,0.9991,0.9991,1541990275.24
001783,20210115,1.0099,1.0484,1.048,4983770009.29
007259,20201228,1.0091,1.0444,1.044,12769179159.9
006673,20210623,1.0333,1.0532,1.0529,22496270.28
010407,20210602,1.1067,1.0177,1.1067,192032.64
006706,20210203,1.0165,1.0366,1.0365,213333069.3
007440,20201028,1.0312,1.0312,1.0312,210594471.72
006234,20200820,1.6991,1.6991,1.6991,51563975.88
