基金代码,基金简称,持仓日期,股票代码,股票名称,数量,市值,市值占基金资产净值比,第N大重仓股,所在证券市场,所属国家(地区),报告类型
000961,天弘沪深300ETF联接A,20210630,600809,山西汾酒,4300.0,1926400.0,0.0003,28,上海证券交易所,中华人民共和国,年报(含半年报)
010246,华泰柏瑞量化先行混合C,20210331,300740,水羊股份,282267.0,6542949.06,0.0097,7,深圳证券交易所,中华人民共和国,季报
009879,平安低碳经济混合C,20210630,301002,崧盛股份,2001.0,159001.62,0.0,67,深圳证券交易所,中华人民共和国,年报(含半年报)
006881,华宝大健康混合A,20200630,000661,长春高新,33264.0,14479819.2,0.0802,1,深圳证券交易所,中华人民共和国,年报(含半年报)
008246,圆信永丰致优混合C,20211231,301100,风光股份,599.0,20707.43,0.0,115,深圳证券交易所,中华人民共和国,年报(含半年报)
007288,合煦智远消费主题股票C,20201231,000895,双汇发展,36900.0,1732086.0,0.0694,7,深圳证券交易所,中华人民共和国,季报
009873,中欧责任投资混合C,20210630,300967,晓鸣股份,561.0,6749.88,0.0,137,深圳证券交易所,中华人民共和国,年报(含半年报)
159968,博时中证500ETF,20211231,000738,航发控制,54600.0,1653288.0,0.0027,101,深圳证券交易所,中华人民共和国,年报(含半年报)
007412,景顺长城绩优成长混合A,20200630,300846,首都在线,1131.0,3811.47,0.0,53,深圳证券交易所,中华人民共和国,年报(含半年报)
010246,华泰柏瑞量化先行混合C,20210630,603363,傲农生物,241690.0,2489407.0,0.0029,124,上海证券交易所,中华人民共和国,年报(含半年报)
008480,永赢股息优选混合A,20200630,600055,万东医疗,2000089.0,32021424.89,0.0503,7,上海证券交易所,中华人民共和国,季报
006861,招商和悦稳健养老目标一年持有期混合(FOF)A,20191231,300207,欣旺达,238200.0,4649664.0,0.0053,10,深圳证券交易所,中华人民共和国,年报(含半年报)
000962,天弘中证500ETF联接A,20190630,600549,厦门钨业,419500.0,6003045.0,0.003,66,上海证券交易所,中华人民共和国,年报(含半年报)
007993,华夏中证全指证券公司ETF联接C,20201231,601108,财通证券,1800.0,22770.0,0.0001,13,上海证券交易所,中华人民共和国,年报(含半年报)
008795,海富通阿尔法对冲混合C,20211231,301118,恒光股份,315.0,15441.3,0.0,521,深圳证券交易所,中华人民共和国,年报(含半年报)
009511,信澳研究优选混合A,20211231,002335,科华数据,14021.0,509803.56,0.0004,308,深圳证券交易所,中华人民共和国,年报(含半年报)
008283,易方达金融行业股票A,20211231,301118,恒光股份,315.0,15441.3,0.0,45,深圳证券交易所,中华人民共和国,年报(含半年报)
159965,国联央视财经50ETF,20211231,600600,青岛啤酒,6100.0,603900.0,0.0074,36,上海证券交易所,中华人民共和国,年报(含半年报)
008075,招商核心优选股票A,20211231,002001,新和成,579980.0,18048977.6,0.0279,17,深圳证券交易所,中华人民共和国,年报(含半年报)
007523,汇添富内需增长股票A,20211231,000596,古井贡酒,12300.0,3001200.0,0.0046,42,深圳证券交易所,中华人民共和国,年报(含半年报)
004907,长安泓沣中短债债券A,20190331,000001,平安银行,40000.0,512800.0,0.0443,3,深圳证券交易所,中华人民共和国,季报
007491,南方信息创新混合C,20191231,300136,信维通信,1490500.0,67638890.0,0.0393,4,深圳证券交易所,中华人民共和国,季报
162907,泰信中证锐联基本面400指数(LOF),20191231,601128,常熟银行,13641.0,124269.51,0.0027,121,上海证券交易所,中华人民共和国,年报(含半年报)
008127,广发趋势优选灵活配置混合C,20210630,301009,可靠股份,801.0,22339.89,0.0,86,深圳证券交易所,中华人民共和国,年报(含半年报)
007067,浦银安盛先进制造混合C,20210630,688425,铁建重工,70617.0,432176.04,0.0008,22,上海证券交易所,中华人民共和国,年报(含半年报)
159973,弘毅远方国证民企领先100ETF,20201231,002120,韵达股份,118225.0,1856132.5,0.0026,92,深圳证券交易所,中华人民共和国,年报(含半年报)
006868,华夏科技成长股票,20210630,688630,芯碁微装,3397.0,198452.74,0.0002,38,上海证券交易所,中华人民共和国,年报(含半年报)
009032,工银瑞信聚和一年定期开放混合C,20201231,300884,狄耐克,499.0,16721.49,0.0,68,深圳证券交易所,中华人民共和国,年报(含半年报)
161118,易方达中小企业100指数(LOF)A,20210630,002299,圣农发展,40100.0,957588.0,0.0034,78,深圳证券交易所,中华人民共和国,年报(含半年报)
006879,华安智能生活混合A,20201231,688617,惠泰医疗,1673.0,124571.58,0.0,57,上海证券交易所,中华人民共和国,年报(含半年报)
008037,兴银先锋成长混合A,20200630,300842,帝科股份,455.0,18527.6,0.0001,73,深圳证券交易所,中华人民共和国,年报(含半年报)
009136,广发恒隆一年持有期混合C,20200630,603517,绝味食品,200000.0,14148000.0,0.0055,8,上海证券交易所,中华人民共和国,年报(含半年报)
163209,诺安创业板指数增强(LOF)A,20211231,001296,长江材料,310.0,18376.8,0.0001,4,深圳证券交易所,中华人民共和国,季报
009209,长信稳利资产配置一年持有期混合(FOF),20210630,002390,信邦制药,700000.0,7336000.0,0.0105,5,深圳证券交易所,中华人民共和国,年报(含半年报)
169105,东方红睿华沪港深灵活配置混合(LOF)A,20211231,301126,达嘉维康,662.0,12730.26,0.0,65,深圳证券交易所,中华人民共和国,年报(含半年报)
010246,华泰柏瑞量化先行混合C,20210630,000671,ST阳光城,1815785.0,9442082.0,0.0112,5,深圳证券交易所,中华人民共和国,季报
160425,华安创业板两年定期开放混合,20211231,300782,卓胜微,32000.0,10457600.0,0.0161,24,深圳证券交易所,中华人民共和国,年报(含半年报)
163114,申万菱信中证环保产业指数(LOF)A,20201231,300274,阳光电源,157265.0,11367114.2,0.0342,6,深圳证券交易所,中华人民共和国,季报
006867,易方达丰华债券C,20200630,600690,海尔智家,465271.0,8235296.7,0.0112,9,上海证券交易所,中华人民共和国,年报(含半年报)
010137,华泰柏瑞量化创享混合A,20211231,688378,奥来德,26800.0,2146680.0,0.0058,50,上海证券交易所,中华人民共和国,年报(含半年报)
002420,汇添富盈鑫灵活配置混合A,20191231,000661,长春高新,11700.0,5229900.0,0.0149,13,深圳证券交易所,中华人民共和国,年报(含半年报)
007497,中庚价值灵动灵活配置混合,20201231,300898,熊猫乳品,496.0,16382.88,0.0,143,深圳证券交易所,中华人民共和国,年报(含半年报)
162714,广发深证100指数(LOF)A,20210630,002594,比亚迪,4348.0,1091348.0,0.0234,7,深圳证券交易所,中华人民共和国,年报(含半年报)
009667,鹏华安庆混合A,20210630,603018,华设集团,1568064.0,12466108.8,0.0143,6,上海证券交易所,中华人民共和国,年报(含半年报)
007776,汇安量化先锋混合C,20211231,603128,华贸物流,25700.0,351576.0,0.0073,53,上海证券交易所,中华人民共和国,年报(含半年报)
007734,南方智锐混合C,20211231,301193,家联科技,297.0,8654.58,0.0,240,深圳证券交易所,中华人民共和国,年报(含半年报)
006168,德邦乐享生活混合C,20190630,002027,分众传媒,1540000.0,8146600.0,0.0225,14,深圳证券交易所,中华人民共和国,年报(含半年报)
009117,东兴中证消费50指数C,20210630,600298,安琪酵母,8623.0,468918.74,0.0075,15,上海证券交易所,中华人民共和国,年报(含半年报)
009860,易方达中证银行指数(LOF)C,20210930,002142,宁波银行,2801871.0,98485765.65,0.0534,5,深圳证券交易所,中华人民共和国,季报
008835,富国量化对冲策略三个月持有期灵活配置混合A,20211231,301092,争光股份,323.0,11472.96,0.0,255,深圳证券交易所,中华人民共和国,年报(含半年报)
010132,南方创新成长混合A,20211231,600941,中国移动,124803.0,7186156.74,0.0051,37,上海证券交易所,中华人民共和国,年报(含半年报)
005919,天弘中证500ETF联接C,20210630,600737,中粮糖业,16600.0,166166.0,0.0001,268,上海证券交易所,中华人民共和国,年报(含半年报)
008404,华泰紫金泰盈混合A,20210630,600110,诺德股份,69500.0,846510.0,0.001,24,上海证券交易所,中华人民共和国,年报(含半年报)
010236,广发电子信息传媒产业精选股票C,20211231,301073,君亭酒店,144.0,4608.0,0.0,110,深圳证券交易所,中华人民共和国,年报(含半年报)
008292,民生加银沪深300ETF联接C,20200630,000651,格力电器,1700.0,96169.0,0.0005,7,深圳证券交易所,中华人民共和国,年报(含半年报)
007505,华夏中证AH经济蓝筹股票指数A,20210630,601881,中国银河,6500.0,70070.0,0.0003,325,上海证券交易所,中华人民共和国,年报(含半年报)
009542,银华富利精选混合A,20201231,300357,我武生物,2431813.0,186520057.1,0.0195,16,深圳证券交易所,中华人民共和国,年报(含半年报)
007528,融通量化多策略灵活配置混合C,20200630,000977,浪潮信息,173732.0,6806819.76,0.0445,4,深圳证券交易所,中华人民共和国,季报
010668,工银瑞信优选对冲策略灵活配置混合A,20211231,603324,盛剑环境,21200.0,1243592.0,0.0053,38,上海证券交易所,中华人民共和国,年报(含半年报)
007578,宝盈新锐灵活配置混合C,20210630,603896,寿仙谷,1452837.0,59188579.38,0.0891,2,上海证券交易所,中华人民共和国,季报
001594,天弘中证银行ETF联接A,20191231,601998,中信银行,2795738.0,17249703.46,0.0079,20,上海证券交易所,中华人民共和国,年报(含半年报)
009695,招商成长精选一年定期开放混合A,20210630,002127,南极电商,2317100.0,22638067.0,0.0345,13,深圳证券交易所,中华人民共和国,年报(含半年报)
005506,前海开源中药研究精选股票C,20190630,601899,紫金矿业,1040600.0,3923062.0,0.0953,1,上海证券交易所,中华人民共和国,季报
166107,信澳量化多因子混合(LOF)A,20201231,002648,卫星化学,100.0,2612.0,0.0003,341,深圳证券交易所,中华人民共和国,年报(含半年报)
007851,方正富邦天睿灵活配置混合C,20191231,601138,工业富联,21500.0,392805.0,0.0031,45,上海证券交易所,中华人民共和国,年报(含半年报)
001592,天弘创业板ETF联接A,20200630,300244,迪安诊断,18261.0,644613.3,0.0002,51,深圳证券交易所,中华人民共和国,年报(含半年报)
009264,泓德瑞兴三年持有期混合,20210630,00960,龙湖集团,4435000.0,160547000.0,0.0169,25,中国香港证券交易所,中国香港特别行政区,年报(含半年报)
010123,华泰柏瑞优势领航混合C,20211231,301056,森赫股份,572.0,6343.48,0.0,122,深圳证券交易所,中华人民共和国,年报(含半年报)
008768,创金合信上证超大盘量化精选股票A,20201231,600690,海尔智家,9600.0,280416.0,0.0222,13,上海证券交易所,中华人民共和国,年报(含半年报)
009474,国泰致远优势混合,20210930,600036,招商银行,4500073.0,227028682.85,0.0534,4,上海证券交易所,中华人民共和国,季报
009141,宏利价值长青混合A,20210630,300943,春晖智控,255.0,5867.55,0.0,115,深圳证券交易所,中华人民共和国,年报(含半年报)
010591,富国中国中小盘(香港上市)混合(QDII)(美元),20211231,01548,金斯瑞生物科技,930000.0,26232696.0,0.0063,40,中国香港证券交易所,中国香港特别行政区,年报(含半年报)
501042,汇添富弘安混合型(LOF)C,20201231,605277,新亚电子,507.0,8593.65,0.0,36,上海证券交易所,中华人民共和国,年报(含半年报)
008085,海富通先进制造股票A,20200630,603690,至纯科技,64500.0,2669010.0,0.0026,28,上海证券交易所,中华人民共和国,年报(含半年报)
005178,华夏睿磐泰利混合C,20190630,600031,三一重工,65800.0,860664.0,0.0024,21,上海证券交易所,中华人民共和国,年报(含半年报)
009778,长信消费升级混合A,20210630,603899,晨光股份,370100.0,31295656.0,0.046,8,上海证券交易所,中华人民共和国,年报(含半年报)
000512,国泰沪深300指数增强A,20190401,002736,国信证券,35000.0,478800.0,0.009,27,深圳证券交易所,中华人民共和国,年报(含半年报)
501041,汇添富弘安混合型(LOF)A,20210630,605011,杭州热电,525.0,4662.0,0.0,33,上海证券交易所,中华人民共和国,年报(含半年报)
007519,东方阿尔法优选混合C,20211231,300833,浩洋股份,31000.0,2511930.0,0.0094,53,深圳证券交易所,中华人民共和国,年报(含半年报)
008258,中银证券中证500ETF联接A,20210630,000960,锡业股份,300.0,4809.0,0.0001,75,深圳证券交易所,中华人民共和国,年报(含半年报)
005305,长信合利混合A,20211231,688786,悦安新材,1513.0,81717.13,0.0001,28,上海证券交易所,中华人民共和国,年报(含半年报)
010063,南方行业精选一年持有期混合C,20210630,600309,万华化学,1269876.0,138187906.32,0.0249,11,上海证券交易所,中华人民共和国,年报(含半年报)
010488,鹏华优选成长混合A,20210630,301015,百洋医药,462.0,17939.46,0.0,50,深圳证券交易所,中华人民共和国,年报(含半年报)
002489,国泰民福策略价值灵活配置混合A,20190630,601601,中国太保,51400.0,1876614.0,0.0102,15,上海证券交易所,中华人民共和国,年报(含半年报)
400020,东方成长回报平衡混合,20210630,603757,大元泵业,83700.0,1662282.0,0.004,36,上海证券交易所,中华人民共和国,年报(含半年报)
007887,东方红启元三年持有期混合B,20210331,300750,宁德时代,1196379.0,385437422.43,0.046,6,深圳证券交易所,中华人民共和国,季报
006991,民生加银康宁稳健养老目标一年持有期混合(FOF)A,20210630,301011,华立科技,175.0,5922.0,0.0,84,深圳证券交易所,中华人民共和国,年报(含半年报)
002959,汇添富盈泰灵活配置混合,20190812,601166,兴业银行,1000000.0,18830000.0,0.0333,2,上海证券交易所,中华人民共和国,年报(含半年报)
007244,安信核心竞争力灵活配置混合C,20210630,002241,歌尔股份,155000.0,6624700.0,0.0247,7,深圳证券交易所,中华人民共和国,季报
515390,华安沪深300ETF,20210630,600919,江苏银行,283440.0,2012424.0,0.0037,69,上海证券交易所,中华人民共和国,年报(含半年报)
860018,光大阳光智造混合A,20211231,600486,扬农化工,140000.0,18368000.0,0.0357,11,上海证券交易所,中华人民共和国,年报(含半年报)
004892,华润元大成长精选股票C,20201231,600409,三友化工,79100.0,810775.0,0.0122,7,上海证券交易所,中华人民共和国,季报
010057,平安瑞兴一年定期开放混合C,20210630,688036,传音控股,3303.0,691978.5,0.0014,19,上海证券交易所,中华人民共和国,年报(含半年报)
006006,诺安鼎利混合C,20191231,002602,世纪华通,700.0,8001.0,0.0001,143,深圳证券交易所,中华人民共和国,年报(含半年报)
008634,万家科技创新混合C,20201231,300661,圣邦股份,166650.0,43962270.0,0.0587,8,深圳证券交易所,中华人民共和国,季报
004977,华润元大景泰混合C,20211231,600588,用友网络,1000.0,35880.0,0.0001,56,上海证券交易所,中华人民共和国,年报(含半年报)
002690,前海开源恒泽混合A,20211231,688786,悦安新材,1513.0,81717.13,0.0002,93,上海证券交易所,中华人民共和国,年报(含半年报)
006621,华夏养老目标日期2045三年持有期混合(FOF)C,20201231,600993,马应龙,225300.0,4537542.0,0.0042,16,上海证券交易所,中华人民共和国,年报(含半年报)
009887,广发稳健优选六个月持有期混合A,20201231,300132,青松股份,4526300.0,85049177.0,0.0051,27,深圳证券交易所,中华人民共和国,年报(含半年报)
007527,融通量化多策略灵活配置混合A,20210630,002475,立讯精密,29575.0,1360450.0,0.0281,14,深圳证券交易所,中华人民共和国,年报(含半年报)
006615,工银瑞信战略新兴产业混合A,20211231,603444,吉比特,63800.0,26914030.0,0.022,14,上海证券交易所,中华人民共和国,年报(含半年报)
007509,华商润丰灵活配置混合C,20211231,301050,雷电微力,120.0,28168.8,0.0001,64,深圳证券交易所,中华人民共和国,年报(含半年报)
006873,长信颐天平衡养老目标三年持有期混合(FOF)C,20201231,002507,涪陵榨菜,65300.0,2762190.0,0.0092,6,深圳证券交易所,中华人民共和国,季报
009330,鹏华成长价值混合A,20211231,603806,福斯特,96300.0,12571965.0,0.0084,16,上海证券交易所,中华人民共和国,年报(含半年报)
003958,安信量化精选沪深300指数增强C,20190506,600977,中国电影,2700.0,43848.0,0.0007,183,上海证券交易所,中华人民共和国,年报(含半年报)
006858,蜂巢卓睿灵活配置混合C,20211231,600884,杉杉股份,3900.0,127803.0,0.009,42,上海证券交易所,中华人民共和国,年报(含半年报)
006991,民生加银康宁稳健养老目标一年持有期混合(FOF)A,20211231,301168,通灵股份,329.0,17150.77,0.0,61,深圳证券交易所,中华人民共和国,年报(含半年报)
161913,万家社会责任18个月定期开放混合(LOF)C,20210930,600808,马钢股份,15342300.0,75944385.0,0.0524,3,上海证券交易所,中华人民共和国,季报
009909,嘉实动力先锋混合A,20211231,300774,倍杰特,444.0,9359.52,0.0,72,深圳证券交易所,中华人民共和国,年报(含半年报)
005919,天弘中证500ETF联接C,20200630,000830,鲁西化工,448800.0,3348048.0,0.0014,277,深圳证券交易所,中华人民共和国,年报(含半年报)
952035,国泰君安君得诚混合,20211231,301039,中集车辆,1373.0,17176.23,0.0,75,深圳证券交易所,中华人民共和国,年报(含半年报)
007127,博道远航混合C,20210630,300929,华骐环保,183.0,5407.65,0.0,322,深圳证券交易所,中华人民共和国,年报(含半年报)
860052,光大阳光启明星创新驱动主题混合B,20210630,603906,龙蟠科技,2384883.0,83470905.0,0.0906,1,上海证券交易所,中华人民共和国,季报
009975,华宝标普美国品质消费股票指数(QDII-LOF)C,20201231,,,10783.0,9953545.79,0.0419,5,,,季报
010654,天弘医药创新混合A,20210630,605287,德才股份,349.0,11014.44,0.0,59,上海证券交易所,中华人民共和国,年报(含半年报)
008033,中加科盈混合A,20210630,300894,火星人,628.0,42704.0,0.0001,75,深圳证券交易所,中华人民共和国,年报(含半年报)
009016,泓德睿享一年持有期混合C,20210630,300628,亿联网络,29700.0,2488860.0,0.003,33,深圳证券交易所,中华人民共和国,年报(含半年报)
007785,广发中证央企创新驱动ETF联接C,20210630,600517,国网英大,400.0,2724.0,0.0001,47,上海证券交易所,中华人民共和国,年报(含半年报)
008181,同泰慧利混合C,20210630,000932,华菱钢铁,155000.0,1023000.0,0.0063,41,深圳证券交易所,中华人民共和国,年报(含半年报)
009141,宏利价值长青混合A,20211231,002126,银轮股份,930602.0,11688361.12,0.0402,9,深圳证券交易所,中华人民共和国,年报(含半年报)
008132,鹏华价值驱动混合,20201231,01999,敏华控股,5536800.0,78381071.36,0.0517,2,中国香港证券交易所,中国香港特别行政区,季报
010428,兴银策略智选混合C,20210930,300633,开立医疗,65400.0,2648700.0,0.028,9,深圳证券交易所,中华人民共和国,季报
006904,泰康产业升级混合A,20211231,301136,招标股份,7172.0,75449.44,0.0001,50,深圳证券交易所,中华人民共和国,年报(含半年报)
000166,中海信息产业精选混合A,20200630,300842,帝科股份,455.0,18527.6,0.0002,60,深圳证券交易所,中华人民共和国,年报(含半年报)
009596,泰康创新成长混合A,20210630,300122,智飞生物,549230.0,102557717.9,0.0549,7,深圳证券交易所,中华人民共和国,年报(含半年报)
008851,景顺长城量化对冲策略三个月定期开放灵活配置混合,20200630,300845,捷安高科,470.0,8286.1,0.0,119,深圳证券交易所,中华人民共和国,年报(含半年报)
001932,国寿安保灵活优选混合,20201231,600885,宏发股份,30000.0,1626600.0,0.0023,34,上海证券交易所,中华人民共和国,年报(含半年报)
001556,天弘中证500指数增强A,20190630,000636,风华高科,6700.0,81070.0,0.0026,113,深圳证券交易所,中华人民共和国,年报(含半年报)
005178,华夏睿磐泰利混合C,20211231,002961,瑞达期货,800.0,19712.0,0.0,225,深圳证券交易所,中华人民共和国,年报(含半年报)
009347,国联价值成长6个月持有期混合A,20210630,300973,立高食品,360.0,41655.6,0.0001,57,深圳证券交易所,中华人民共和国,年报(含半年报)
007128,天弘增强回报债券A,20201231,601318,中国平安,48900.0,4253322.0,0.0109,1,上海证券交易所,中华人民共和国,年报(含半年报)
163116,申万菱信中证申万电子行业投资指数(LOF)A,20211231,301063,海锅股份,153.0,5527.89,0.0,176,深圳证券交易所,中华人民共和国,年报(含半年报)
008185,诺安研究优选混合A,20201231,002304,洋河股份,192900.0,45522471.0,0.082,4,深圳证券交易所,中华人民共和国,年报(含半年报)
010264,鹏华成长智选混合A,20201231,002845,同兴达,37100.0,1002442.0,0.0001,63,深圳证券交易所,中华人民共和国,年报(含半年报)
008138,富国龙头优势混合A,20201231,002142,宁波银行,1296000.0,45800640.0,0.0415,7,深圳证券交易所,中华人民共和国,季报
008833,银华汇盈一年持有期混合A,20210630,601668,中国建筑,213000.0,990450.0,0.0011,24,上海证券交易所,中华人民共和国,年报(含半年报)
008212,华夏新机遇灵活配置混合C,20210630,603156,养元饮品,19300.0,551594.0,0.0009,81,上海证券交易所,中华人民共和国,年报(含半年报)
008228,宝盈研究精选混合C,20200630,300843,胜蓝股份,751.0,7517.51,0.0,40,深圳证券交易所,中华人民共和国,年报(含半年报)
006580,兴全安泰平衡养老目标三年持有期混合(FOF)A,20190930,601128,常熟银行,298000.0,2202220.0,0.0026,7,上海证券交易所,中华人民共和国,季报
006006,诺安鼎利混合C,20191231,002508,老板电器,200.0,6762.0,0.0001,172,深圳证券交易所,中华人民共和国,年报(含半年报)
010054,万家健康产业混合A,20211231,301096,百诚医药,50100.0,4304091.0,0.0199,22,深圳证券交易所,中华人民共和国,年报(含半年报)
008886,民生加银卓越配置6个月持有期混合(FOF),20200630,600956,新天绿能,2533.0,12766.32,0.0,56,上海证券交易所,中华人民共和国,年报(含半年报)
009697,华夏成长精选6个月定期开放混合A,20201231,300907,康平科技,473.0,12700.05,0.0,72,深圳证券交易所,中华人民共和国,年报(含半年报)
007586,华泰保兴多策略三个月定期开放股票,20200630,300837,浙矿股份,737.0,33187.11,0.0002,43,深圳证券交易所,中华人民共和国,年报(含半年报)
010557,汇添富数字生活主题六个月持有期混合,20210630,605287,德才股份,349.0,11014.44,0.0,80,上海证券交易所,中华人民共和国,年报(含半年报)
008290,华安现代生活混合,20210630,002415,海康威视,524505.0,33830572.5,0.0538,5,深圳证券交易所,中华人民共和国,年报(含半年报)
006969,圆信永丰高端制造混合,20201231,002812,恩捷股份,75400.0,10690212.0,0.0509,6,深圳证券交易所,中华人民共和国,季报
002714,鹏华金城灵活配置混合,20201231,003026,中晶科技,461.0,21740.76,0.0,101,深圳证券交易所,中华人民共和国,年报(含半年报)
002537,平安安盈灵活配置混合A,20210630,688036,传音控股,12513.0,2621473.5,0.0097,30,上海证券交易所,中华人民共和国,年报(含半年报)
010147,博道嘉兴一年持有期混合,20210630,600346,恒力石化,3821523.0,100276763.52,0.0263,10,上海证券交易所,中华人民共和国,年报(含半年报)
009993,嘉实前沿创新混合,20211231,301079,邵阳液压,140.0,3474.8,0.0,142,深圳证券交易所,中华人民共和国,年报(含半年报)
006371,长安鑫盈灵活配置混合A,20210630,601633,长城汽车,2589905.0,112893958.95,0.0628,1,上海证券交易所,中华人民共和国,季报
008063,汇添富大盘核心资产增长混合A,20211231,601888,中国中免,1180000.0,258903800.0,0.0638,4,上海证券交易所,中华人民共和国,年报(含半年报)
010159,中银医疗保健灵活配置混合C,20210331,603233,大参林,565840.0,47496609.6,0.0419,5,上海证券交易所,中华人民共和国,季报
009142,宏利价值长青混合C,20201231,300896,爱美客,365.0,220226.4,0.0003,23,深圳证券交易所,中华人民共和国,年报(含半年报)
010554,华安新兴消费混合A,20210630,01810,小米集团-W,6399400.0,143769944.3,0.0218,12,中国香港证券交易所,中国香港特别行政区,年报(含半年报)
009135,广发恒隆一年持有期混合A,20210630,301018,申菱环境,7811.0,64753.19,0.0,72,深圳证券交易所,中华人民共和国,年报(含半年报)
159968,博时中证500ETF,20200630,300244,迪安诊断,88900.0,3138170.0,0.0029,86,深圳证券交易所,中华人民共和国,年报(含半年报)
005177,华夏睿磐泰利混合A,20190630,601166,兴业银行,173600.0,3175144.0,0.0089,4,上海证券交易所,中华人民共和国,年报(含半年报)
010386,华安汇嘉精选混合C,20211231,600021,上海电力,1534200.0,19668444.0,0.0064,38,上海证券交易所,中华人民共和国,年报(含半年报)
515070,华夏中证人工智能主题ETF,20210630,603160,汇顶科技,198650.0,25750999.5,0.023,10,上海证券交易所,中华人民共和国,季报
006809,泰康港股通中证香港银行投资指数A,20210930,00939,建设银行,4367000.0,20299889.45,0.1439,1,中国香港证券交易所,中国香港特别行政区,季报
008563,银河臻优稳健配置混合A,20210630,300968,格林精密,1162.0,17406.76,0.0,129,深圳证券交易所,中华人民共和国,年报(含半年报)
007734,南方智锐混合C,20200630,000063,中兴通讯,400000.0,16052000.0,0.0095,26,深圳证券交易所,中华人民共和国,年报(含半年报)
501002,长信价值优选混合,20190930,601398,工商银行,1182900.0,6541437.0,0.0473,2,上海证券交易所,中华人民共和国,季报
006931,泰康中证港股通TMT主题指数C,20201231,06088,FIT HON TENG,32000.0,72448.37,0.0023,34,中国香港证券交易所,中国香港特别行政区,年报(含半年报)
