基金代码,基金简称,持仓日期,对应股票代码,债券名称,数量,市值,市值占基金资产净值比,第N大重仓股,所在证券市场,所属国家(地区),报告类型
009101,安信稳健增利混合C,20210630,600863,蒙电转债,50339.0,5335430.4,0.0006,54,上海证券交易所,中华人民共和国,季报
007667,华夏鼎泓债券C,20200331,600863,蒙电转债,47917.0,5462577.8,0.0059,6,上海证券交易所,中华人民共和国,季报
008795,海富通阿尔法对冲混合C,20200331,600863,蒙电转债,8633.0,984197.0,0.0001,27,上海证券交易所,中华人民共和国,季报
160718,嘉实多利收益债券A,20200630,600863,蒙电转债,319.0,34105.6,0.0005,19,上海证券交易所,中华人民共和国,季报
009350,新疆前海联合添泽债券C,20210930,600863,蒙电转债,994.0,154200.0,0.0001,79,上海证券交易所,中华人民共和国,季报
009937,东方欣益一年持有期偏债混合A,20210630,600863,蒙电转债,19881.0,2107200.0,0.0011,17,上海证券交易所,中华人民共和国,年报(含半年报)
006466,浦银安盛双债增强债券A,20201231,600863,蒙电转债,7998.0,872720.0,0.0015,17,上海证券交易所,中华人民共和国,年报(含半年报)
009849,安信稳健聚申一年持有期混合A,20210630,600863,蒙电转债,1988.0,210720.0,0.0005,23,上海证券交易所,中华人民共和国,季报
010053,安信聚利增强债券B,20210331,600863,蒙电转债,29908.0,3201300.0,0.0108,5,上海证券交易所,中华人民共和国,季报
008222,兴业机遇债券C,20200630,600863,蒙电转债,82010.0,8740625.8,0.0707,2,上海证券交易所,中华人民共和国,季报
006654,华泰紫金季季享定期开放债券A,20191231,600863,蒙电转债,29995.0,3526200.0,0.0011,6,上海证券交易所,中华人民共和国,年报(含半年报)
007033,平安可转债债券C,20191231,600863,蒙电转债,28915.0,3399256.8,0.009,17,上海证券交易所,中华人民共和国,年报(含半年报)
009735,天弘增强回报债券E,20210930,600863,蒙电转债,183891.0,28527000.0,0.0036,3,上海证券交易所,中华人民共和国,季报
008664,嘉实鑫和一年持有期混合A,20200630,600863,蒙电转债,11993.0,1283223.2,0.0005,10,上海证券交易所,中华人民共和国,年报(含半年报)
007398,兴全磐稳增利债券C,20201231,600863,蒙电转债,193437.0,21107824.1,0.0092,22,上海证券交易所,中华人民共和国,年报(含半年报)
008611,海富通添鑫收益债券A,20201231,600863,蒙电转债,1510.0,164725.9,0.001,7,上海证券交易所,中华人民共和国,年报(含半年报)
970006,华安证券汇赢增利一年持有期灵活配置混合A,20210630,600863,蒙电转债,171975.0,18227632.5,0.018,9,上海证券交易所,中华人民共和国,年报(含半年报)
000189,易方达丰华债券A,20200331,600863,蒙电转债,67949.0,7746142.4,0.0112,4,上海证券交易所,中华人民共和国,季报
006466,浦银安盛双债增强债券A,20210630,600863,蒙电转债,9941.0,1053600.0,0.002,40,上海证券交易所,中华人民共和国,年报(含半年报)
511380,博时中证可转债及可交换债券ETF,20200630,600863,蒙电转债,18938.0,2026314.4,0.0035,49,上海证券交易所,中华人民共和国,季报
010068,工银瑞信双盈债券A,20210630,600863,蒙电转债,19394.0,2055573.6,0.001,19,上海证券交易所,中华人民共和国,年报(含半年报)
008008,易方达稳健收益债券C,20210630,600863,蒙电转债,517734.0,54874648.8,0.0021,18,上海证券交易所,中华人民共和国,年报(含半年报)
007032,平安可转债债券A,20191231,600863,蒙电转债,28915.0,3399256.8,0.009,17,上海证券交易所,中华人民共和国,年报(含半年报)
008809,安信民稳增长混合A,20210630,600863,蒙电转债,3320.0,351902.4,0.0004,61,上海证券交易所,中华人民共和国,季报
007262,东方红聚利债券A,20201231,600863,蒙电转债,29992.0,3272700.0,0.0068,16,上海证券交易所,中华人民共和国,季报
005816,国泰农惠定期开放债券,20190630,600863,蒙电转债,998.0,111750.0,0.0005,17,上海证券交易所,中华人民共和国,季报
009471,东方欣利混合C,20200930,600863,蒙电转债,39780.0,4490800.0,0.0078,4,上海证券交易所,中华人民共和国,季报
010661,安信稳健聚申一年持有期混合C,20210630,600863,蒙电转债,1988.0,210720.0,0.0005,23,上海证券交易所,中华人民共和国,年报(含半年报)
007230,兴全沪深300指数增强(LOF)C,20200630,600863,蒙电转债,19921.0,2131600.0,0.0004,11,上海证券交易所,中华人民共和国,年报(含半年报)
006654,华泰紫金季季享定期开放债券A,20200930,600863,蒙电转债,29835.0,3368100.0,0.0008,12,上海证券交易所,中华人民共和国,季报
009154,海富通富盈混合A,20210630,600863,蒙电转债,9941.0,1053600.0,0.0016,11,上海证券交易所,中华人民共和国,季报
008302,永赢易弘债券A,20210930,600863,蒙电转债,2485.0,385500.0,0.0007,30,上海证券交易所,中华人民共和国,季报
720002,财通可转债债券A,20210630,600863,蒙电转债,1660.0,175951.2,0.0039,23,上海证券交易所,中华人民共和国,季报
009101,安信稳健增利混合C,20210630,600863,蒙电转债,50339.0,5335430.4,0.0006,54,上海证券交易所,中华人民共和国,年报(含半年报)
008664,嘉实鑫和一年持有期混合A,20200630,600863,蒙电转债,11993.0,1283223.2,0.0005,10,上海证券交易所,中华人民共和国,季报
006867,易方达丰华债券C,20201231,600863,蒙电转债,68061.0,7426847.2,0.0021,17,上海证券交易所,中华人民共和国,年报(含半年报)
009470,东方欣利混合A,20200930,600863,蒙电转债,39780.0,4490800.0,0.0078,4,上海证券交易所,中华人民共和国,季报
008008,易方达稳健收益债券C,20200630,600863,蒙电转债,389396.0,41665319.4,0.0018,23,上海证券交易所,中华人民共和国,季报
006840,安信聚利增强债券C,20210630,600863,蒙电转债,24851.0,2634000.0,0.025,5,上海证券交易所,中华人民共和国,季报
008008,易方达稳健收益债券C,20210630,600863,蒙电转债,517734.0,54874648.8,0.0021,18,上海证券交易所,中华人民共和国,季报
008332,万家可转债债券C,20200930,600863,蒙电转债,497.0,56135.0,0.0008,50,上海证券交易所,中华人民共和国,季报
009155,海富通富盈混合C,20201231,600863,蒙电转债,9997.0,1090900.0,0.0009,18,上海证券交易所,中华人民共和国,年报(含半年报)
009154,海富通富盈混合A,20210630,600863,蒙电转债,9941.0,1053600.0,0.0016,11,上海证券交易所,中华人民共和国,年报(含半年报)
007282,华夏鼎淳债券A,20200331,600863,蒙电转债,106464.0,12136912.6,0.0057,4,上海证券交易所,中华人民共和国,季报
511180,海富通上证投资级可转债及可交换债券ETF,20201231,600863,蒙电转债,13935.0,1520575.2,0.0048,32,上海证券交易所,中华人民共和国,季报
006466,浦银安盛双债增强债券A,20200630,600863,蒙电转债,7969.0,852640.0,0.0022,12,上海证券交易所,中华人民共和国,季报
007262,东方红聚利债券A,20210630,600863,蒙电转债,119287.0,12643200.0,0.0212,14,上海证券交易所,中华人民共和国,季报
006655,华泰紫金季季享定期开放债券C,20200630,600863,蒙电转债,29882.0,3197400.0,0.0006,13,上海证券交易所,中华人民共和国,季报
006013,易方达鑫转招利混合A,20200331,600863,蒙电转债,33106.0,3774082.6,0.0102,13,上海证券交易所,中华人民共和国,季报
160718,嘉实多利收益债券A,20200630,600863,蒙电转债,319.0,34105.6,0.0005,19,上海证券交易所,中华人民共和国,年报(含半年报)
008222,兴业机遇债券C,20191231,600863,蒙电转债,99310.0,11672897.4,0.0739,2,上海证券交易所,中华人民共和国,季报
008665,嘉实鑫和一年持有期混合C,20200930,600863,蒙电转债,11974.0,1351730.8,0.0006,1,上海证券交易所,中华人民共和国,季报
008331,万家可转债债券A,20200930,600863,蒙电转债,497.0,56135.0,0.0008,50,上海证券交易所,中华人民共和国,季报
007398,兴全磐稳增利债券C,20200930,600863,蒙电转债,192427.0,21723122.3,0.0082,16,上海证券交易所,中华人民共和国,季报
007393,上银未来生活灵活配置混合A,20200630,600863,蒙电转债,12949.0,1385540.0,0.0274,3,上海证券交易所,中华人民共和国,年报(含半年报)
006654,华泰紫金季季享定期开放债券A,20200331,600863,蒙电转债,29942.0,3413400.0,0.0008,9,上海证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20210331,600863,蒙电转债,19724.0,2111274.0,0.0029,55,上海证券交易所,中华人民共和国,季报
006006,诺安鼎利混合C,20191231,600863,蒙电转债,3829.0,450178.2,0.0062,30,上海证券交易所,中华人民共和国,年报(含半年报)
009100,安信稳健增利混合A,20210630,600863,蒙电转债,50339.0,5335430.4,0.0006,54,上海证券交易所,中华人民共和国,年报(含半年报)
008810,安信民稳增长混合C,20210331,600863,蒙电转债,12521.0,1340277.6,0.002,45,上海证券交易所,中华人民共和国,季报
009938,东方欣益一年持有期偏债混合C,20210630,600863,蒙电转债,19881.0,2107200.0,0.0011,17,上海证券交易所,中华人民共和国,年报(含半年报)
511380,博时中证可转债及可交换债券ETF,20210630,600863,蒙电转债,16359.0,1733860.8,0.0025,65,上海证券交易所,中华人民共和国,年报(含半年报)
007230,兴全沪深300指数增强(LOF)C,20201231,600863,蒙电转债,19995.0,2181800.0,0.0004,10,上海证券交易所,中华人民共和国,季报
008008,易方达稳健收益债券C,20200930,600863,蒙电转债,388783.0,43889711.1,0.0021,18,上海证券交易所,中华人民共和国,季报
007230,兴全沪深300指数增强(LOF)C,20210630,600863,蒙电转债,19881.0,2107200.0,0.0004,11,上海证券交易所,中华人民共和国,季报
009938,东方欣益一年持有期偏债混合C,20210331,600863,蒙电转债,19938.0,2134200.0,0.0011,13,上海证券交易所,中华人民共和国,季报
008467,博道嘉瑞混合A,20210930,600863,蒙电转债,76250.0,11828682.0,0.0057,8,上海证券交易所,中华人民共和国,季报
009112,博远双债增利混合C,20210930,600863,蒙电转债,865.0,134154.0,0.0091,16,上海证券交易所,中华人民共和国,季报
720002,财通可转债债券A,20210630,600863,蒙电转债,1660.0,175951.2,0.0039,23,上海证券交易所,中华人民共和国,年报(含半年报)
009154,海富通富盈混合A,20201231,600863,蒙电转债,9997.0,1090900.0,0.0009,18,上海证券交易所,中华人民共和国,季报
008611,海富通添鑫收益债券A,20201231,600863,蒙电转债,1510.0,164725.9,0.001,7,上海证券交易所,中华人民共和国,季报
006006,诺安鼎利混合C,20190630,600863,蒙电转债,7882.0,882825.0,0.0037,21,上海证券交易所,中华人民共和国,季报
008664,嘉实鑫和一年持有期混合A,20200331,600863,蒙电转债,12017.0,1369911.2,0.0006,15,上海证券交易所,中华人民共和国,季报
009849,安信稳健聚申一年持有期混合A,20210331,600863,蒙电转债,3988.0,426840.0,0.0014,18,上海证券交易所,中华人民共和国,季报
006466,浦银安盛双债增强债券A,20191231,600863,蒙电转债,6659.0,782816.4,0.0038,12,上海证券交易所,中华人民共和国,季报
006839,安信聚利增强债券A,20210331,600863,蒙电转债,29908.0,3201300.0,0.0108,5,上海证券交易所,中华人民共和国,季报
006006,诺安鼎利混合C,20191231,600863,蒙电转债,3829.0,450178.2,0.0062,30,上海证券交易所,中华人民共和国,季报
010068,工银瑞信双盈债券A,20210331,600863,蒙电转债,19450.0,2081912.1,0.001,17,上海证券交易所,中华人民共和国,季报
008897,上银可转债精选债券A,20201231,600863,蒙电转债,9457.0,1031991.4,0.0168,14,上海证券交易所,中华人民共和国,季报
008302,永赢易弘债券A,20200630,600863,蒙电转债,39843.0,4263200.0,0.0048,9,上海证券交易所,中华人民共和国,年报(含半年报)
007398,兴全磐稳增利债券C,20201231,600863,蒙电转债,193437.0,21107824.1,0.0092,22,上海证券交易所,中华人民共和国,季报
009471,东方欣利混合C,20201231,600863,蒙电转债,39989.0,4363600.0,0.0078,9,上海证券交易所,中华人民共和国,季报
007283,华夏鼎淳债券C,20200630,600863,蒙电转债,53121.0,5683911.4,0.0041,24,上海证券交易所,中华人民共和国,季报
008665,嘉实鑫和一年持有期混合C,20200630,600863,蒙电转债,11993.0,1283223.2,0.0005,10,上海证券交易所,中华人民共和国,季报
009100,安信稳健增利混合A,20210630,600863,蒙电转债,50339.0,5335430.4,0.0006,54,上海证券交易所,中华人民共和国,季报
160718,嘉实多利收益债券A,20200331,600863,蒙电转债,319.0,36409.6,0.0005,15,上海证券交易所,中华人民共和国,季报
006005,诺安鼎利混合A,20191231,600863,蒙电转债,3829.0,450178.2,0.0062,30,上海证券交易所,中华人民共和国,季报
006005,诺安鼎利混合A,20190630,600863,蒙电转债,7882.0,882825.0,0.0037,21,上海证券交易所,中华人民共和国,季报
008690,平安增利六个月定期开放债券A,20210930,600863,蒙电转债,2097.0,325362.0,0.005,9,上海证券交易所,中华人民共和国,季报
009157,海富通富泽混合C,20210630,600863,蒙电转债,994.0,105360.0,0.0001,41,上海证券交易所,中华人民共和国,季报
007230,兴全沪深300指数增强(LOF)C,20210331,600863,蒙电转债,19938.0,2134200.0,0.0004,10,上海证券交易所,中华人民共和国,季报
010053,安信聚利增强债券B,20210630,600863,蒙电转债,24851.0,2634000.0,0.025,5,上海证券交易所,中华人民共和国,年报(含半年报)
008793,博道嘉元混合A,20210930,600863,蒙电转债,39094.0,6064686.0,0.0059,8,上海证券交易所,中华人民共和国,季报
008809,安信民稳增长混合A,20210331,600863,蒙电转债,12521.0,1340277.6,0.002,45,上海证券交易所,中华人民共和国,季报
007263,东方红聚利债券C,20210630,600863,蒙电转债,119287.0,12643200.0,0.0212,14,上海证券交易所,中华人民共和国,季报
006467,浦银安盛双债增强债券C,20200630,600863,蒙电转债,7969.0,852640.0,0.0022,12,上海证券交易所,中华人民共和国,季报
511180,海富通上证投资级可转债及可交换债券ETF,20201231,600863,蒙电转债,13935.0,1520575.2,0.0048,32,上海证券交易所,中华人民共和国,年报(含半年报)
007666,华夏鼎泓债券A,20200331,600863,蒙电转债,47917.0,5462577.8,0.0059,6,上海证券交易所,中华人民共和国,季报
009155,海富通富盈混合C,20210630,600863,蒙电转债,9941.0,1053600.0,0.0016,11,上海证券交易所,中华人民共和国,年报(含半年报)
006466,浦银安盛双债增强债券A,20201231,600863,蒙电转债,7998.0,872720.0,0.0015,17,上海证券交易所,中华人民共和国,季报
009101,安信稳健增利混合C,20210331,600863,蒙电转债,50484.0,5403794.4,0.0018,36,上海证券交易所,中华人民共和国,季报
007666,华夏鼎泓债券A,20200630,600863,蒙电转债,23906.0,2557920.0,0.004,28,上海证券交易所,中华人民共和国,季报
008897,上银可转债精选债券A,20210630,600863,蒙电转债,4066.0,430922.4,0.0326,10,上海证券交易所,中华人民共和国,季报
002489,国泰民福策略价值灵活配置混合A,20191231,600863,蒙电转债,30.0,3526.2,0.0,7,上海证券交易所,中华人民共和国,季报
006006,诺安鼎利混合C,20190630,600863,蒙电转债,7882.0,882825.0,0.0037,21,上海证券交易所,中华人民共和国,年报(含半年报)
007393,上银未来生活灵活配置混合A,20200331,600863,蒙电转债,13000.0,1479140.0,0.018,2,上海证券交易所,中华人民共和国,季报
008795,海富通阿尔法对冲混合C,20201231,600863,蒙电转债,38050.0,4151965.4,0.0004,31,上海证券交易所,中华人民共和国,季报
003205,财通可转债债券C,20210630,600863,蒙电转债,1660.0,175951.2,0.0039,23,上海证券交易所,中华人民共和国,季报
006466,浦银安盛双债增强债券A,20210331,600863,蒙电转债,7975.0,853680.0,0.0015,27,上海证券交易所,中华人民共和国,季报
006467,浦银安盛双债增强债券C,20210630,600863,蒙电转债,9941.0,1053600.0,0.002,40,上海证券交易所,中华人民共和国,年报(含半年报)
009157,海富通富泽混合C,20210331,600863,蒙电转债,997.0,106710.0,0.0001,39,上海证券交易所,中华人民共和国,季报
007230,兴全沪深300指数增强(LOF)C,20200930,600863,蒙电转债,19890.0,2245400.0,0.0004,10,上海证券交易所,中华人民共和国,季报
952024,国泰君安君得盛债券A,20210930,600863,蒙电转债,1985.0,307940.0,0.0022,22,上海证券交易所,中华人民共和国,季报
006867,易方达丰华债券C,20200331,600863,蒙电转债,67949.0,7746142.4,0.0112,4,上海证券交易所,中华人民共和国,季报
006867,易方达丰华债券C,20201231,600863,蒙电转债,68061.0,7426847.2,0.0021,17,上海证券交易所,中华人民共和国,季报
007032,平安可转债债券A,20210930,600863,蒙电转债,3081.0,478020.0,0.0084,35,上海证券交易所,中华人民共和国,季报
161019,富国新天锋债券(LOF)A,20201231,600863,蒙电转债,490.0,53454.1,0.0001,26,上海证券交易所,中华人民共和国,年报(含半年报)
007263,东方红聚利债券C,20210930,600863,蒙电转债,49700.0,7710000.0,0.004,18,上海证券交易所,中华人民共和国,季报
007646,平安季享裕三个月定期开放债券C,20210930,600863,蒙电转债,2137.0,331530.0,0.0003,16,上海证券交易所,中华人民共和国,季报
007262,东方红聚利债券A,20200930,600863,蒙电转债,29835.0,3368100.0,0.0053,22,上海证券交易所,中华人民共和国,季报
007230,兴全沪深300指数增强(LOF)C,20201231,600863,蒙电转债,19995.0,2181800.0,0.0004,10,上海证券交易所,中华人民共和国,年报(含半年报)
006655,华泰紫金季季享定期开放债券C,20191231,600863,蒙电转债,29995.0,3526200.0,0.0011,6,上海证券交易所,中华人民共和国,季报
006855,人保鑫泽纯债债券C,20200331,600863,蒙电转债,1996.0,227560.0,0.0038,16,上海证券交易所,中华人民共和国,季报
008795,海富通阿尔法对冲混合C,20200630,600863,蒙电转债,33518.0,3586417.0,0.0003,34,上海证券交易所,中华人民共和国,年报(含半年报)
970008,华安证券汇赢增利一年持有期灵活配置混合C,20210630,600863,蒙电转债,171975.0,18227632.5,0.018,9,上海证券交易所,中华人民共和国,季报
006466,浦银安盛双债增强债券A,20200331,600863,蒙电转债,3134.0,357269.2,0.0015,22,上海证券交易所,中华人民共和国,季报
006467,浦银安盛双债增强债券C,20200930,600863,蒙电转债,7956.0,898160.0,0.002,15,上海证券交易所,中华人民共和国,季报
007283,华夏鼎淳债券C,20200630,600863,蒙电转债,53121.0,5683911.4,0.0041,24,上海证券交易所,中华人民共和国,年报(含半年报)
000189,易方达丰华债券A,20201231,600863,蒙电转债,68061.0,7426847.2,0.0021,17,上海证券交易所,中华人民共和国,季报
009156,海富通富泽混合A,20210630,600863,蒙电转债,994.0,105360.0,0.0001,41,上海证券交易所,中华人民共和国,年报(含半年报)
006654,华泰紫金季季享定期开放债券A,20191231,600863,蒙电转债,29995.0,3526200.0,0.0011,6,上海证券交易所,中华人民共和国,季报
007230,兴全沪深300指数增强(LOF)C,20190630,600863,蒙电转债,19955.0,2235000.0,0.0007,6,上海证券交易所,中华人民共和国,年报(含半年报)
008831,海富通安益对冲策略灵活配置混合A,20200630,600863,蒙电转债,2988.0,319740.0,0.0001,32,上海证券交易所,中华人民共和国,季报
007398,兴全磐稳增利债券C,20200331,600863,蒙电转债,193117.0,22015292.2,0.0059,14,上海证券交易所,中华人民共和国,季报
008795,海富通阿尔法对冲混合C,20200930,600863,蒙电转债,33465.0,3777885.5,0.0003,29,上海证券交易所,中华人民共和国,季报
000189,易方达丰华债券A,20200930,600863,蒙电转债,67706.0,7643341.6,0.0045,10,上海证券交易所,中华人民共和国,季报
008795,海富通阿尔法对冲混合C,20200630,600863,蒙电转债,33518.0,3586417.0,0.0003,34,上海证券交易所,中华人民共和国,季报
007032,平安可转债债券A,20200331,600863,蒙电转债,18883.0,2152717.6,0.0192,6,上海证券交易所,中华人民共和国,季报
006005,诺安鼎利混合A,20190630,600863,蒙电转债,7882.0,882825.0,0.0037,21,上海证券交易所,中华人民共和国,年报(含半年报)
163827,中银产业债债券A,20200305,600863,蒙电转债,7979.0,960797.5,0.0025,12,上海证券交易所,中华人民共和国,季报
008222,兴业机遇债券C,20200630,600863,蒙电转债,82010.0,8740625.8,0.0707,2,上海证券交易所,中华人民共和国,年报(含半年报)
002458,国泰民利策略收益灵活配置混合,20200630,600863,蒙电转债,15838.0,1694622.0,0.0051,10,上海证券交易所,中华人民共和国,季报
002489,国泰民福策略价值灵活配置混合A,20191231,600863,蒙电转债,30.0,3526.2,0.0,7,上海证券交易所,中华人民共和国,年报(含半年报)
970008,华安证券汇赢增利一年持有期灵活配置混合C,20210331,600863,蒙电转债,172586.0,18473647.5,0.024,2,上海证券交易所,中华人民共和国,季报
003205,财通可转债债券C,20210331,600863,蒙电转债,1665.0,178205.7,0.0095,17,上海证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20210930,600863,蒙电转债,14491.0,2247962.0,0.0034,46,上海证券交易所,中华人民共和国,季报
008302,永赢易弘债券A,20200630,600863,蒙电转债,39843.0,4263200.0,0.0048,9,上海证券交易所,中华人民共和国,季报
008831,海富通安益对冲策略灵活配置混合A,20200630,600863,蒙电转债,2988.0,319740.0,0.0001,32,上海证券交易所,中华人民共和国,年报(含半年报)
008897,上银可转债精选债券A,20201231,600863,蒙电转债,9457.0,1031991.4,0.0168,14,上海证券交易所,中华人民共和国,年报(含半年报)
010053,安信聚利增强债券B,20210630,600863,蒙电转债,24851.0,2634000.0,0.025,5,上海证券交易所,中华人民共和国,季报
006654,华泰紫金季季享定期开放债券A,20200630,600863,蒙电转债,29882.0,3197400.0,0.0006,13,上海证券交易所,中华人民共和国,年报(含半年报)
006467,浦银安盛双债增强债券C,20200331,600863,蒙电转债,3134.0,357269.2,0.0015,22,上海证券交易所,中华人民共和国,季报
006467,浦银安盛双债增强债券C,20191231,600863,蒙电转债,6659.0,782816.4,0.0038,12,上海证券交易所,中华人民共和国,季报
008611,海富通添鑫收益债券A,20200930,600863,蒙电转债,2894.0,326705.7,0.0011,36,上海证券交易所,中华人民共和国,季报
008468,博道嘉瑞混合C,20210930,600863,蒙电转债,76250.0,11828682.0,0.0057,8,上海证券交易所,中华人民共和国,季报
511180,海富通上证投资级可转债及可交换债券ETF,20210930,600863,蒙电转债,6203.0,962312.5,0.0038,39,上海证券交易所,中华人民共和国,季报
003205,财通可转债债券C,20210630,600863,蒙电转债,1660.0,175951.2,0.0039,23,上海证券交易所,中华人民共和国,年报(含半年报)
009154,海富通富盈混合A,20200930,600863,蒙电转债,9945.0,1122700.0,0.0005,22,上海证券交易所,中华人民共和国,季报
952024,国泰君安君得盛债券A,20201231,600863,蒙电转债,22352.0,2439028.8,0.0085,13,上海证券交易所,中华人民共和国,年报(含半年报)
511180,海富通上证投资级可转债及可交换债券ETF,20210630,600863,蒙电转债,9778.0,1036318.5,0.0042,38,上海证券交易所,中华人民共和国,年报(含半年报)
006005,诺安鼎利混合A,20191231,600863,蒙电转债,3829.0,450178.2,0.0062,30,上海证券交易所,中华人民共和国,年报(含半年报)
006839,安信聚利增强债券A,20210630,600863,蒙电转债,24851.0,2634000.0,0.025,5,上海证券交易所,中华人民共和国,年报(含半年报)
008665,嘉实鑫和一年持有期混合C,20200630,600863,蒙电转债,11993.0,1283223.2,0.0005,10,上海证券交易所,中华人民共和国,年报(含半年报)
970007,华安证券汇赢增利一年持有期灵活配置混合B,20210630,600863,蒙电转债,171975.0,18227632.5,0.018,9,上海证券交易所,中华人民共和国,季报
007033,平安可转债债券C,20200331,600863,蒙电转债,18883.0,2152717.6,0.0192,6,上海证券交易所,中华人民共和国,季报
970007,华安证券汇赢增利一年持有期灵活配置混合B,20210331,600863,蒙电转债,172586.0,18473647.5,0.024,2,上海证券交易所,中华人民共和国,季报
161019,富国新天锋债券(LOF)A,20201231,600863,蒙电转债,490.0,53454.1,0.0001,26,上海证券交易所,中华人民共和国,季报
008817,华宝可转债债券C,20200930,600863,蒙电转债,2854.0,322214.9,0.0007,38,上海证券交易所,中华人民共和国,季报
